W/L,winner,Date,Fighter,Opponent,f_SLpM,f_SApM,f_TD_pct,f_W_pct,f_KO_pct,f_Sub_pct,f_Finish_pct,o_SLpM,o_SApM,o_TD_pct,o_W_pct,o_KO_pct,o_Sub_pct,o_Finish_pct,f_ELO,o_ELO
loss,Kevin Ferguson,2009-12-05,Houston Alexander,Kevin Ferguson,4.78,5.366,0.2,0.4,1.0,0.0,1.0,18.14,1.395,0.0,1.0,1.0,0.0,1.0,1238.545998357456,1000.0
loss,Eric Schafer,2008-09-17,Houston Alexander,Eric Schafer,6.894,5.776,0.25,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0,1005.92
loss,James Irvin,2008-04-02,Houston Alexander,James Irvin,7.07,5.35,0.333,0.667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.6051557153289,1008.0
loss,Thiago Silva,2007-11-17,Houston Alexander,Thiago Silva,19.266,3.303,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Houston Alexander,2007-09-08,Houston Alexander,Alessio Sakara,21.25,6.25,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.394844284671,965.2103114306578
win,Houston Alexander,2007-05-26,Houston Alexander,Keith Jardine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.8,3.0,1.0,0.0,0.0,1.0,1000.0,1000.0
loss,Rob McCullough,2008-06-01,Kenneth Alexander,Rob McCullough,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1016.0
nc,Draw,2007-09-05,Kenneth Alexander,Donald Cerrone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1016.0
loss,Bogdan Grad,2025-02-01,Lucas Alexander,Bogdan Grad,5.229,1.833,0.0,0.333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1000.0
loss,Jeka Saragih,2023-11-18,Lucas Alexander,Jeka Saragih,5.049,1.761,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
win,Lucas Alexander,2023-03-25,Lucas Alexander,Steven Peterson,0.492,1.967,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Joanderson Brito,2022-10-15,Lucas Alexander,Joanderson Brito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.667,3.933,2.0,0.0,0.0,0.0,1.0,1000.0,1000.0
win,Marcio Alexandre,2018-08-11,Marcio Alexandre,Junior Leonardo Silva de Oliveira,1.658,2.969,0.333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074.394844284671,1000.0
loss,Junior Court McGee,2015-12-12,Marcio Alexandre,Junior Court McGee,1.731,2.439,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1255.244218242478,992.0
loss,Junior Tim Means,2014-12-20,Marcio Alexandre,Junior Tim Means,0.768,1.824,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
loss,Junior Warlley Alves,2014-05-31,Marcio Alexandre,Junior Warlley Alves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Alex Karalexis,2007-01-20,Olaf Alfonso,Alex Karalexis,1.95,4.591,0.333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,1000.0
loss,John Polakowski,2006-10-12,Olaf Alfonso,John Polakowski,0.833,5.298,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Hayato Sakurai,2006-06-04,Olaf Alfonso,Hayato Sakurai,0.671,5.57,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,1000.0
loss,Gilbert Melendez,2004-05-21,Olaf Alfonso,Gilbert Melendez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,Pablo Alfonso,2010-01-30,Pablo Alfonso,Marcos da Matta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1000.0
loss,Dooho Choi,2024-07-20,Bill Algeo,Dooho Choi,6.155,4.522,0.7,0.6,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Kyle Nelson,2024-03-30,Bill Algeo,Kyle Nelson,6.11,4.405,0.778,0.8,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Bill Algeo,2023-10-07,Bill Algeo,Alexander Hernandez,5.932,4.319,0.75,0.6,0.25,0.25,1.0,2.6,1.267,4.0,1.0,0.0,0.0,1.0,1000.0,1000.0
win,Bill Algeo,2023-04-15,Bill Algeo,TJ Brown,5.68,4.141,0.714,0.6,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1169.7187801115444,1000.0
loss,Andre Fili,2022-09-17,Bill Algeo,Andre Fili,5.731,4.179,0.833,0.6,0.333,0.0,1.0,2.8,1.933,5.0,1.0,0.0,0.0,1.0,1000.0,1000.0
win,Bill Algeo,2022-07-16,Bill Algeo,Herbert Burns,5.88,4.427,0.8,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Bill Algeo,2022-01-15,Bill Algeo,Joanderson Brito,6.367,4.867,0.5,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Ricardo Ramos,2021-05-22,Bill Algeo,Ricardo Ramos,6.8,5.311,0.667,0.333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,984.0
win,Bill Algeo,2020-11-28,Bill Algeo,Spike Carlyle,7.867,7.2,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125.0424640291712,1000.0
loss,Ricardo Lamas,2020-08-29,Bill Algeo,Ricardo Lamas,9.8,7.467,0.0,0.0,0.0,0.0,1.0,1.688,2.567,0.5,0.0,0.0,0.0,1.0,1000.0,1000.0
loss,Brendan Loughnane,2019-06-18,Bill Algeo,Brendan Loughnane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Eugene Jackson,1999-07-16,Royce Alger,Eugene Jackson,1.875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Enson Inoue,1997-05-30,Royce Alger,Enson Inoue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Sultan Aliev,2019-04-20,Sultan Aliev,Keita Nakamura,1.247,2.493,1.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Warlley Alves,2018-05-12,Sultan Aliev,Warlley Alves,1.299,2.034,1.0,0.5,0.0,0.0,1.0,2.801,4.097,1.0,0.6,0.0,0.6,1.0,1133.7954365112132,1010.0748901399492
win,Sultan Aliev,2016-12-17,Sultan Aliev,Bojan Velickovic,2.963,5.185,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Kenny Robertson,2015-01-24,Sultan Aliev,Kenny Robertson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.667,1.467,3.0,1.0,0.0,0.0,1.0,1066.0,1000.0
win,Nurullo Aliev,2025-11-22,Nurullo Aliev,Shem Rock,2.077,0.867,2.25,1.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,1000.0
win,Nurullo Aliev,2025-01-11,Nurullo Aliev,Joe Solecki,1.965,0.434,2.333,1.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1180.1406969869843,1000.0
win,Nurullo Aliev,2023-02-25,Nurullo Aliev,Rafael Alves,6.522,0.652,1.0,1.0,1.0,0.0,1.0,2.457,4.142,0.25,0.5,0.0,1.0,1.0,1116.0710884141981,1000.0
win,Nurullo Aliev,2022-09-20,Nurullo Aliev,Josh Wick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.0,1000.0
win,Ikram Aliskerov,2025-10-25,Ikram Aliskerov,JunYong Park,8.384,5.764,0.167,0.8,0.8,0.2,1.0,7.0,4.333,0.0,1.0,0.0,0.0,1.0,992.0,1000.0
win,Ikram Aliskerov,2025-04-26,Ikram Aliskerov,Andre Muniz,8.103,6.945,0.2,0.8,0.75,0.25,1.0,2.54,1.952,2.0,0.75,0.0,0.333,1.0,1000.0,1000.0
loss,Robert Whittaker,2024-06-22,Ikram Aliskerov,Robert Whittaker,9.24,6.784,0.25,1.0,0.75,0.25,1.0,2.712,3.547,2.0,0.0,0.0,0.0,1.0,1273.6713135194514,985.4151280592
win,Ikram Aliskerov,2023-10-21,Ikram Aliskerov,Warlley Alves,6.255,7.876,0.5,1.0,0.5,0.5,1.0,3.194,3.897,0.867,0.4,0.444,0.333,1.0,1000.0,1000.0
win,Ikram Aliskerov,2023-05-06,Ikram Aliskerov,Phil Hawes,3.256,7.907,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1021.3948442846711
win,Ikram Aliskerov,2022-09-13,Ikram Aliskerov,Mario Sousa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1021.3948442846711
loss,Brunno Ferreira,2022-09-20,Leon Aliu,Brunno Ferreira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Dustin Jacoby,2021-11-06,John Allan,Dustin Jacoby,2.948,4.009,1.667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Roman Dolidze,2020-12-05,John Allan,Roman Dolidze,3.592,4.394,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1008.0
nc,Draw,2019-07-13,John Allan,Mike Rodriguez,3.462,3.923,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Vinicius Moreira,2018-08-12,John Allan,Vinicius Moreira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Keith Jardine,2003-06-14,George Allen,Keith Jardine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Jean Silva,2026-01-24,Arnold Allen,Jean Silva,3.348,2.744,1.0,0.6,0.167,0.167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1008.0
win,Arnold Allen,2024-07-27,Arnold Allen,Giga Chikadze,3.287,2.762,1.077,0.6,0.182,0.182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Movsar Evloev,2024-01-20,Arnold Allen,Movsar Evloev,3.227,2.703,1.167,0.8,0.182,0.182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.5990947193525,1000.0
loss,Max Holloway,2023-04-15,Arnold Allen,Max Holloway,3.262,2.123,1.273,1.0,0.182,0.182,1.0,9.564,4.885,0.0,1.0,1.0,0.0,1.0,992.0,1000.0
win,Arnold Allen,2022-10-29,Arnold Allen,Calvin Kattar,3.176,2.1,1.4,1.0,0.1,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,Arnold Allen,2022-03-19,Arnold Allen,Dan Hooker,2.86,2.033,1.556,1.0,0.0,0.222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.7896885693422,1000.0
win,Arnold Allen,2021-04-10,Arnold Allen,Sodiq Yusuff,3.052,1.889,1.5,1.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1113.0,1000.0
win,Arnold Allen,2020-01-25,Arnold Allen,Nik Lentz,2.878,1.681,1.714,1.0,0.0,0.286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
win,Arnold Allen,2019-07-06,Arnold Allen,Gilbert Melendez,2.181,1.707,1.833,1.0,0.0,0.333,1.0,3.443,0.947,1.333,0.667,0.5,0.0,1.0,1008.0,1000.0
win,Arnold Allen,2019-03-16,Arnold Allen,Jordan Rinaldi,2.119,1.643,2.2,1.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Arnold Allen,2018-05-27,Arnold Allen,Mads Burnell,2.082,1.658,2.75,1.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Arnold Allen,2017-03-18,Arnold Allen,Makwan Amirkhani,2.024,2.249,2.5,1.0,0.0,0.5,1.0,2.26,0.833,1.667,1.0,0.333,0.333,1.0,1016.0,1000.0
win,Arnold Allen,2016-02-27,Arnold Allen,Yaotzin Meza,1.969,2.996,1.0,1.0,0.0,1.0,1.0,0.512,0.512,1.0,1.0,0.0,1.0,1.0,1008.0,992.0
win,Arnold Allen,2015-06-20,Arnold Allen,Alan Omer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.867,2.4,1.0,0.0,0.0,0.0,1.0,1000.0,1000.0
win,Brendan Allen,2025-10-18,Brendan Allen,Reinier de Ridder,3.894,3.934,1.105,0.6,0.067,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1086.7896885693422,1000.0
win,Brendan Allen,2025-07-19,Brendan Allen,Marvin Vettori,3.607,3.661,1.0,0.6,0.071,0.643,1.0,3.091,3.709,2.0,0.0,0.0,0.0,1.0,962.6051557153289,1000.0
loss,Anthony Hernandez,2025-02-22,Brendan Allen,Anthony Hernandez,3.845,3.809,1.059,0.8,0.071,0.643,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.4558747572016,1000.0
loss,Nassourdine Imavov,2024-09-28,Brendan Allen,Nassourdine Imavov,4.025,3.81,1.062,1.0,0.071,0.643,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Brendan Allen,2024-04-06,Brendan Allen,Chris Curtis,3.937,3.587,0.733,1.0,0.077,0.692,1.0,8.756,6.172,0.0,1.0,1.0,0.0,1.0,1194.3110313497073,1008.0
win,Brendan Allen,2023-11-18,Brendan Allen,Paul Craig,4.02,3.859,0.643,1.0,0.083,0.667,1.0,1.171,4.098,1.0,1.0,0.0,1.0,1.0,1008.0,1000.0
win,Brendan Allen,2023-06-24,Brendan Allen,Bruno Silva,3.921,3.841,0.692,1.0,0.091,0.636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,Brendan Allen,2023-02-25,Brendan Allen,Andre Muniz,4.067,3.966,0.667,0.8,0.1,0.6,1.0,2.348,1.535,2.667,1.0,0.0,0.333,1.0,1107.9461122252042,1026.9501189962461
win,Brendan Allen,2022-10-01,Brendan Allen,Krzysztof Jotko,4.22,4.114,0.636,0.8,0.111,0.556,1.0,3.267,1.533,2.0,1.0,0.0,0.0,1.0,992.0,1000.0
win,Brendan Allen,2022-06-11,Brendan Allen,Jacob Malkoun,4.45,4.475,0.5,0.8,0.125,0.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,992.0
win,Brendan Allen,2022-02-05,Brendan Allen,Sam Alvey,4.324,4.723,0.625,0.6,0.167,0.5,1.0,3.198,3.432,0.042,0.0,0.545,0.091,1.0,1008.0,1000.0
loss,Chris Curtis,2021-12-04,Brendan Allen,Chris Curtis,4.103,4.24,0.714,0.8,0.167,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1000.0
win,Brendan Allen,2021-07-24,Brendan Allen,Punahele Soriano,3.353,4.185,0.833,0.8,0.2,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Brendan Allen,2021-04-24,Brendan Allen,Karl Roberson,3.548,4.565,0.6,0.8,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Sean Strickland,2020-11-14,Brendan Allen,Sean Strickland,2.673,2.547,0.75,1.0,0.25,0.5,1.0,4.733,2.6,3.0,1.0,0.0,0.0,1.0,1016.0,1000.0
win,Brendan Allen,2020-06-27,Brendan Allen,Kyle Daukaus,2.619,2.798,1.0,1.0,0.333,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
win,Brendan Allen,2020-02-29,Brendan Allen,Tom Breese,1.997,3.578,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1105.09,1000.0
win,Brendan Allen,2019-10-18,Brendan Allen,Kevin Holland,4.138,6.207,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Brendan Allen,2019-07-16,Brendan Allen,Aaron Jeffery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1147.7896885693422,1000.0
win,Daniel Allen,2023-09-19,Daniel Allen,Jacobi Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,976.0
loss,Zak Cummings,2013-08-28,Ben Alloway,Zak Cummings,1.253,2.055,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Ryan LaFlare,2013-04-06,Ben Alloway,Ryan LaFlare,3.232,0.808,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,992.0
win,Ben Alloway,2012-12-14,Ben Alloway,Manuel Rodriguez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1152.4277859902058,1009.0
win,Asu Almabayev,2025-11-22,Asu Almabayev,Alex Perez,2.163,1.753,4.167,0.8,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Asu Almabayev,2025-07-26,Asu Almabayev,Jose Ochoa,2.322,1.757,3.6,0.8,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Manel Kape,2025-03-01,Asu Almabayev,Manel Kape,2.106,1.015,4.5,1.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,Asu Almabayev,2024-10-19,Asu Almabayev,Matheus Nicolau,2.357,0.995,5.667,1.0,0.0,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Asu Almabayev,2024-06-15,Asu Almabayev,Jose Johnson,3.019,1.423,5.5,1.0,0.0,0.5,1.0,4.252,1.755,1.0,1.0,0.0,1.0,1.0,1048.0,1000.0
win,Asu Almabayev,2024-03-09,Asu Almabayev,CJ Vergara,3.177,0.489,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Asu Almabayev,2023-08-05,Asu Almabayev,Ode Osbourne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.885,6.885,0.0,1.0,1.0,0.0,1.0,1008.0,1000.0
loss,Aleksandre Topuria,2025-11-22,Bekzat Almakhan,Aleksandre Topuria,0.685,4.295,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Bekzat Almakhan,2025-05-10,Bekzat Almakhan,Brad Katona,0.2,4.533,0.0,0.0,0.0,0.0,1.0,2.833,4.867,3.5,0.0,0.0,0.0,1.0,1000.0,1000.0
loss,Umar Nurmagomedov,2024-03-02,Bekzat Almakhan,Umar Nurmagomedov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192.750545776073,1008.0
loss,Almanza Angad Bisht,2024-05-19,John Dave,Almanza Angad Bisht,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
loss,Mike Pyle,2011-03-19,Ricardo Almeida,Mike Pyle,2.035,1.151,3.0,0.8,0.0,0.375,1.0,6.316,3.158,1.0,1.0,0.0,1.0,1.0,1032.0,1000.0
win,Ricardo Almeida,2010-12-11,Ricardo Almeida,TJ Grant,1.874,1.255,2.727,0.6,0.0,0.429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1293.8492465016689,1000.0
loss,Matt Hughes,2010-08-07,Ricardo Almeida,Matt Hughes,1.836,1.275,3.0,0.8,0.0,0.429,1.0,2.547,1.132,1.5,0.5,1.0,0.0,1.0,984.0,1000.0
win,Ricardo Almeida,2010-03-27,Ricardo Almeida,Matt Brown,1.843,1.325,2.778,0.8,0.0,0.333,1.0,3.692,3.0,0.0,1.0,1.0,0.0,1.0,1000.0,1000.0
win,Ricardo Almeida,2009-08-08,Ricardo Almeida,Kendall Grove,1.716,1.262,2.375,0.6,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1162.4677310095203,1000.0
win,Ricardo Almeida,2009-04-01,Ricardo Almeida,Matt Horwich,1.486,1.171,1.429,0.6,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1164.9461122252042,1000.0
loss,Patrick Cote,2008-07-05,Ricardo Almeida,Patrick Cote,1.415,1.047,1.333,0.6,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
win,Ricardo Almeida,2008-02-02,Ricardo Almeida,Rob Yundt,1.367,1.03,1.4,0.6,0.0,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112.4462999999998,1000.0
win,Ricardo Almeida,2004-05-23,Ricardo Almeida,Ryo Chonan,1.211,0.939,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Andrei Semenov,2002-01-11,Ricardo Almeida,Andrei Semenov,1.106,0.987,1.0,0.667,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,Ricardo Almeida,2001-09-28,Ricardo Almeida,Eugene Jackson,1.124,1.09,1.0,0.5,0.0,0.0,1.0,3.325,1.741,0.0,1.0,1.0,0.0,1.0,1008.0,1016.0
loss,Matt Lindland,2001-05-04,Ricardo Almeida,Matt Lindland,1.6,0.667,2.0,1.0,0.0,0.0,1.0,5.73,0.0,0.0,1.0,1.0,0.0,1.0,1016.0,1000.0
win,Ricardo Almeida,2000-12-09,Ricardo Almeida,Akira Shoji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
loss,James Terry,2011-09-23,Magno Almeida,James Terry,1.667,2.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Conor Heun,2011-06-18,Magno Almeida,Conor Heun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Sean O'Malley,2021-03-27,Thomas Almeida,Sean O'Malley,5.389,4.692,0.0,0.2,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Jonathan Martinez,2020-10-17,Thomas Almeida,Jonathan Martinez,5.664,4.649,0.0,0.4,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1151.094989838854,989.0
loss,Rob Font,2018-01-20,Thomas Almeida,Rob Font,5.998,4.527,0.0,0.6,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1036.0
loss,Jimmie Rivera,2017-07-22,Thomas Almeida,Jimmie Rivera,6.463,4.472,0.0,0.8,0.8,0.0,1.0,3.0,2.733,3.0,1.0,0.0,0.0,1.0,1055.0,1000.0
win,Thomas Almeida,2016-11-19,Thomas Almeida,Albert Morales,6.518,4.834,0.0,0.8,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.0,1000.0
loss,Cody Garbrandt,2016-05-29,Thomas Almeida,Cody Garbrandt,6.819,4.592,0.0,1.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,Thomas Almeida,2015-11-07,Thomas Almeida,Anthony Birchak,7.061,4.317,0.0,1.0,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Thomas Almeida,2015-07-11,Thomas Almeida,Brad Pickett,7.824,4.508,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.4444103694882,1000.0
win,Thomas Almeida,2015-04-25,Thomas Almeida,Yves Jabouin,8.0,4.467,0.0,1.0,0.0,0.0,1.0,1.733,2.333,1.0,0.0,0.0,0.0,1.0,1176.4923400809685,1000.0
win,Thomas Almeida,2014-11-08,Thomas Almeida,Tim Gorman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Aisling Daly,2015-10-24,Ericka Almeida,Aisling Daly,0.867,2.733,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.0,977.0
loss,Juliana Lima,2015-05-30,Ericka Almeida,Juliana Lima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1273.279799246552,984.394187023344
loss,Taila Santos,2018-08-11,Estefani Almeida,Taila Santos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.823301643624,1000.0
loss,Rizvan Kuniev,2026-02-07,Jailton Almeida,Rizvan Kuniev,2.552,0.942,3.333,0.6,0.4,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Alexander Volkov,2025-10-25,Jailton Almeida,Alexander Volkov,2.935,0.812,3.0,0.8,0.4,0.5,1.0,3.467,7.733,0.0,0.0,0.0,0.0,1.0,992.0,1000.0
win,Jailton Almeida,2025-01-18,Jailton Almeida,Serghei Spivac,2.814,0.658,3.2,0.8,0.333,0.556,1.0,0.0,6.4,0.0,0.0,0.0,0.0,1.0,1000.0,1000.0
win,Jailton Almeida,2024-06-01,Jailton Almeida,Alexandr Romanov,2.899,0.667,3.444,0.8,0.375,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136.7709327586776,1008.0
loss,Curtis Blaydes,2024-03-09,Jailton Almeida,Curtis Blaydes,3.14,0.473,2.75,1.0,0.375,0.5,1.0,3.807,0.788,2.5,1.0,1.0,0.0,1.0,1139.7483405501341,1000.0
