W/L,winner,method,Round,Date,Fighter,Opponent,f_SLpM,f_SApM,f_TD_pct,f_W_pct,f_KO_pct,f_Sub_pct,f_Finish_pct,f_ctrl,o_SLpM,o_SApM,o_TD_pct,o_W_pct,o_KO_pct,o_Sub_pct,o_Finish_pct,o_ctrl,f_ELO,o_ELO,f_survivor_score,o_survivor_score
win,Cody Garbrandt,KO/TKO,1,2023-12-16,Cody Garbrandt,Brian Kelleher,2.995,3.891,0.769,0.4,0.625,0.0,1.0,12.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
win,Cody Garbrandt,DEC,3,2023-03-04,Cody Garbrandt,Trevin Jones,3.156,4.217,0.667,0.2,0.714,0.0,1.0,0.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.0,1000.0,1080.0,1000.0
loss,Kai Kara-France,KO/TKO,1,2021-12-11,Cody Garbrandt,Kai Kara-France,3.17,4.139,0.727,0.2,0.714,0.0,1.0,0.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1171.2,961.0,1090.0,820.0
loss,Rob Font,DEC,5,2021-05-22,Cody Garbrandt,Rob Font,3.351,3.329,0.5,0.4,0.714,0.0,1.0,0.7,5.642,1.627,1.0,1.0,1.0,0.0,1.0,0.0,1024.0,1012.385449324,1020.0,1110.0
win,Cody Garbrandt,KO/TKO,2,2020-06-06,Cody Garbrandt,Raphael Assuncao,3.533,3.533,0.556,0.4,0.667,0.0,1.0,0.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.385449324,1000.0,840.0,1000.0
loss,Pedro Munhoz,KO/TKO,1,2019-03-02,Cody Garbrandt,Pedro Munhoz,3.482,3.429,0.625,0.6,0.667,0.0,1.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
loss,TJ Dillashaw,KO/TKO,1,2018-08-04,Cody Garbrandt,TJ Dillashaw,3.447,2.993,0.714,0.8,0.667,0.0,1.0,1.0,2.603,2.343,0.0,1.0,1.0,0.0,1.0,0.0,1000.0,1000.0,1000.0,1000.0
loss,TJ Dillashaw,KO/TKO,2,2017-11-04,Cody Garbrandt,TJ Dillashaw,3.582,3.041,0.833,1.0,0.667,0.0,1.0,1.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
win,Cody Garbrandt,DEC,5,2016-12-30,Cody Garbrandt,Dominick Cruz,4.152,2.724,0.8,1.0,0.8,0.0,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1185.914,992.0,1190.0,880.0
win,Cody Garbrandt,KO/TKO,1,2016-08-20,Cody Garbrandt,Takeya Mizugaki,3.917,2.674,1.0,1.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,1030.0,1000.0
win,Cody Garbrandt,KO/TKO,1,2016-05-29,Cody Garbrandt,Thomas Almeida,3.633,2.607,1.333,1.0,0.667,0.0,1.0,0.0,8.0,4.467,0.0,1.0,0.0,0.0,1.0,132.0,1008.0,1000.0,1020.0,1000.0
win,Cody Garbrandt,KO/TKO,1,2016-02-21,Cody Garbrandt,Augusto Mendes,3.788,2.615,2.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
win,Cody Garbrandt,DEC,3,2015-07-11,Cody Garbrandt,Henry Briones,3.303,2.899,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
win,Cody Garbrandt,KO/TKO,3,2015-01-03,Cody Garbrandt,Marcus Brimage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
loss,Cody McKenzie,DEC,3,2013-04-27,Leonard Garcia,Cody McKenzie,2.598,4.761,0.222,0.0,0.333,0.167,1.0,32.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0,580.0,1000.0
loss,Max Holloway,DEC,3,2012-12-29,Leonard Garcia,Max Holloway,2.347,4.517,0.118,0.2,0.333,0.167,1.0,33.941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.770898648,1000.0,940.0,1000.0
loss,Matt Grice,DEC,3,2012-06-08,Leonard Garcia,Matt Grice,2.739,4.597,0.133,0.4,0.333,0.167,1.0,0.0,3.299,1.314,0.667,0.2,0.0,0.0,1.0,0.0,1199.4879799999999,1000.0,1200.0,1000.0
loss,Nam Phan,DEC,3,2011-10-08,Leonard Garcia,Nam Phan,2.357,3.915,0.143,0.4,0.333,0.167,1.0,0.0,6.8,4.267,0.0,0.0,0.0,0.0,1.0,0.0,1000.0,1000.0,900.0,1000.0
loss,Chan Sung Jung,SUB,2,2011-03-26,Leonard Garcia,Chan Sung Jung,2.416,3.978,0.154,0.4,0.333,0.167,1.0,0.0,5.933,4.267,0.0,0.0,0.0,0.0,1.0,0.0,1164.5495410188564,1000.0,1200.0,1000.0
win,Leonard Garcia,DEC,3,2010-12-04,Leonard Garcia,Nam Phan,2.201,3.65,0.0,0.2,0.4,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.541797296,1000.0,950.0,1000.0
loss,Mark Hominick,DEC,3,2010-09-30,Leonard Garcia,Mark Hominick,1.903,3.315,0.0,0.4,0.4,0.2,1.0,0.0,2.679,2.791,0.0,0.5,0.0,0.0,1.0,0.0,1008.0,1000.0,1100.0,1000.0
win,Leonard Garcia,DEC,3,2010-04-24,Leonard Garcia,Chan Sung Jung,1.545,2.918,0.0,0.2,0.5,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,1020.0,1000.0
draw,Draw,DEC,3,2010-03-06,Leonard Garcia,George Roop,1.523,2.987,0.0,0.4,0.5,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
loss,Manvel Gamburyan,DEC,3,2009-11-18,Leonard Garcia,Manvel Gamburyan,1.74,3.35,0.0,0.6,0.5,0.25,1.0,0.0,2.685,1.523,1.167,0.6,0.0,0.667,1.0,14.0,1000.0,1000.0,1000.0,1000.0
win,Leonard Garcia,DEC,3,2009-08-09,Leonard Garcia,Jameel Massouh,1.768,3.356,0.0,0.6,0.667,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
loss,Mike Brown,SUB,1,2009-03-01,Leonard Garcia,Mike Brown,1.861,3.074,0.0,0.6,0.667,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,850.0,1000.0
win,Leonard Garcia,KO/TKO,1,2008-11-05,Leonard Garcia,Jens Pulver,1.7,3.121,0.0,0.5,0.5,0.5,1.0,0.0,6.929,11.181,0.0,0.0,0.0,0.0,1.0,0.0,1000.0,1000.064,1000.0,1030.0
win,Leonard Garcia,KO/TKO,1,2008-02-13,Leonard Garcia,Hiroyuki Takaya,1.426,3.201,0.0,0.333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1200.0,1000.0
loss,Cole Miller,DEC,3,2007-09-19,Leonard Garcia,Cole Miller,1.704,4.596,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,950.0,1000.0
win,Leonard Garcia,SUB,1,2007-06-23,Leonard Garcia,Allen Berube,1.933,5.667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0,1100.0,1000.0
loss,Roger Huerta,DEC,3,2007-04-07,Leonard Garcia,Roger Huerta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1185.5238213999999,1000.0,1080.0,1000.0
loss,Sheldon Westcott,KO/TKO,1,2016-01-02,Edgar Garcia,Sheldon Westcott,3.544,3.419,1.0,0.25,1.0,0.0,1.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1084.541797296,1000.0,1050.0,1000.0
loss,Hector Urbina,SUB,1,2014-11-15,Edgar Garcia,Hector Urbina,3.587,3.833,0.667,0.333,1.0,0.0,1.0,6.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0,1100.0,1000.0
loss,DaMarques Johnson,SUB,1,2009-12-12,Edgar Garcia,DaMarques Johnson,3.436,4.172,0.5,0.5,1.0,0.0,1.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,910.0,1000.0
loss,Brad Blackburn,DEC,3,2009-06-20,Edgar Garcia,Brad Blackburn,13.077,1.538,0.0,1.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,1100.0,1000.0
win,Edgar Garcia,KO/TKO,1,2009-01-25,Edgar Garcia,Hiromitsu Miura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,1300.0,1000.0
loss,Nate Diaz,SUB,3,2004-10-21,Alejandro Garcia,Nate Diaz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.541797296,1000.0,1070.0,1000.0
loss,Court McGee,DEC,3,2018-10-27,Alex Garcia,Court McGee,1.813,2.978,3.111,0.4,0.4,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1198.510488898,1013.9641586,1090.0,1010.0
loss,Ryan LaFlare,DEC,3,2018-04-21,Alex Garcia,Ryan LaFlare,1.998,3.216,2.875,0.6,0.4,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,890.0,1000.0
win,Alex Garcia,SUB,2,2017-11-25,Alex Garcia,Muslim Salikhov,2.135,3.431,2.857,0.4,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.42873201886,1000.0,1190.0,1000.0
loss,Tim Means,DEC,3,2017-06-25,Alex Garcia,Tim Means,2.135,3.234,3.333,0.6,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134.42387148528,1000.0,1170.0,1000.0
win,Alex Garcia,KO/TKO,1,2016-12-30,Alex Garcia,Mike Pyle,2.029,3.343,3.8,0.6,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0,870.0,1000.0
loss,Sean Strickland,KO/TKO,3,2016-02-21,Alex Garcia,Sean Strickland,2.166,2.559,4.0,0.75,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0,1320.0,1000.0
win,Alex Garcia,DEC,3,2015-07-11,Alex Garcia,Mike Swick,2.442,3.19,3.667,0.667,0.5,0.0,1.0,0.0,0.45,0.064,0.0,1.0,0.5,0.0,1.0,0.0,968.0,1008.0,1250.0,1010.0
loss,Neil Magny,DEC,3,2014-08-23,Alex Garcia,Neil Magny,4.454,3.754,4.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1226.2287432601802,1000.0,1200.0,1000.0
win,Alex Garcia,DEC,3,2014-03-15,Alex Garcia,Sean Spencer,12.558,1.395,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
win,Alex Garcia,KO/TKO,1,2013-12-06,Alex Garcia,Ben Wall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,1000.0,480.0,1000.0
win,Steve Garcia,KO/TKO,1,2025-11-01,Steve Garcia,David Onama,5.098,2.166,0.4,1.0,0.875,0.0,1.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0,930.0,1000.0
win,Steve Garcia,DEC,3,2025-07-12,Steve Garcia,Calvin Kattar,4.914,2.306,0.444,1.0,1.0,0.0,1.0,10.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1110.0,1000.0
win,Steve Garcia,KO/TKO,1,2024-09-07,Steve Garcia,Kyle Nelson,4.857,2.499,0.5,0.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
win,Steve Garcia,KO/TKO,1,2024-07-20,Steve Garcia,SeungWoo Choi,4.679,2.376,0.571,0.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0,1110.0,1000.0
win,Steve Garcia,KO/TKO,2,2023-12-09,Steve Garcia,Melquizael Costa,4.655,2.615,0.667,0.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
win,Steve Garcia,KO/TKO,2,2023-04-08,Steve Garcia,Shayilan Nuerdanbieke,4.966,2.5,0.8,0.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
win,Steve Garcia,KO/TKO,1,2022-10-29,Steve Garcia,Chase Hooper,4.193,2.277,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
loss,Maheshate,KO/TKO,1,2022-06-11,Steve Garcia,Maheshate,4.124,2.119,1.333,0.667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
win,Steve Garcia,KO/TKO,2,2021-10-09,Steve Garcia,Charlie Ontiveros,3.83,2.502,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,1130.0,1000.0
loss,Luis Pena,DEC,3,2020-02-29,Steve Garcia,Luis Pena,11.782,4.8,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1153.0310731475365,1016.0,1020.0,1070.0
win,Steve Garcia,KO/TKO,1,2019-08-20,Steve Garcia,Desmond Torres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1420.0,1000.0
win,Rafa Garcia,KO/TKO,3,2025-09-13,Rafa Garcia,Jared Gordon,4.6,4.438,2.6,0.8,0.0,0.167,1.0,90.6,5.668,3.912,1.312,0.4,0.333,0.0,1.0,40.438,1000.0,992.0,1000.0,1100.0
win,Rafa Garcia,DEC,3,2025-03-29,Rafa Garcia,Vinc Pichel,4.641,4.336,2.667,0.6,0.0,0.2,1.0,85.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1008.0,1000.0,1030.0
loss,Grant Dawson,KO/TKO,2,2024-10-12,Rafa Garcia,Grant Dawson,4.868,4.206,3.0,0.8,0.0,0.2,1.0,57.75,2.673,3.598,5.0,0.5,0.0,1.0,1.0,0.0,992.0,1000.0,1100.0,1000.0
win,Rafa Garcia,DEC,3,2023-04-15,Rafa Garcia,Clay Guida,3.265,4.208,4.0,0.6,0.0,0.333,1.0,77.0,2.539,2.72,2.667,0.6,0.091,0.318,1.0,17.205,1000.0,1000.0,1000.0,1000.0
win,Rafa Garcia,DEC,3,2022-12-17,Rafa Garcia,Maheshate,3.265,4.754,3.6,0.4,0.0,0.5,1.0,92.4,5.676,5.676,0.0,1.0,1.0,0.0,1.0,0.0,1000.0,1000.0,1200.0,1000.0
loss,Drakkar Klose,DEC,3,2022-07-30,Rafa Garcia,Drakkar Klose,3.538,4.942,3.75,0.5,0.0,0.5,1.0,84.25,6.6,5.8,2.0,1.0,0.0,0.0,1.0,0.0,992.0,1008.0,880.0,1020.0
win,Rafa Garcia,SUB,2,2022-04-16,Rafa Garcia,Jesse Ronson,3.533,5.467,4.0,0.333,0.0,0.0,1.0,112.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.0,1000.0,350.0,1000.0
win,Rafa Garcia,DEC,3,2021-11-20,Rafa Garcia,Natan Levy,4.133,6.633,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1001.04591547914,1520.0,1110.0
loss,Chris Gruetzemacher,DEC,3,2021-07-31,Rafa Garcia,Chris Gruetzemacher,3.467,6.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1000.0,1130.0,1000.0
loss,Nasrat Haqparast,DEC,3,2021-03-13,Rafa Garcia,Nasrat Haqparast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.267,5.2,0.0,1.0,0.0,0.0,1.0,176.0,1000.0,1000.0,770.0,1000.0
loss,Hyder Amil,KO/TKO,2,2024-02-10,Fernie Garcia,Hyder Amil,1.802,2.693,0.25,0.25,1.0,0.0,1.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1110.0,1000.0
loss,Rinya Nakamura,DEC,3,2023-08-26,Fernie Garcia,Rinya Nakamura,2.176,2.829,0.333,0.333,1.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0,880.0,1000.0
loss,Brady Hiestand,DEC,3,2022-11-19,Fernie Garcia,Brady Hiestand,2.854,4.194,0.0,0.5,1.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,1300.0,1000.0
loss,Journey Newson,DEC,3,2022-05-07,Fernie Garcia,Journey Newson,5.538,6.923,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1143.8335424892496,1000.0,1270.0,1000.0
win,Fernie Garcia,KO/TKO,1,2021-10-05,Fernie Garcia,Joshua Weems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.04591547914,1008.0,1620.0,1100.0
win,Rulon Gardner,DEC,3,2004-12-31,Rulon Gardner,Hidehiko Yoshida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,1.0,0.0,1000.0,992.0,1000.0,650.0
loss,John Lineker,KO/TKO,2,2013-05-18,Azamat Gashimov,John Lineker,1.463,2.195,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,992.0,660.0,880.0
loss,Ivan Menjivar,SUB,1,2012-11-17,Azamat Gashimov,Ivan Menjivar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,1100.0,1000.0
loss,John Alessio,SUB,1,2007-01-20,Brian Gassaway,John Alessio,0.433,5.048,0.0,0.0,0.0,0.0,1.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
loss,Diego Sanchez,KO/TKO,2,2005-08-20,Brian Gassaway,Diego Sanchez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,810.0,1000.0
win,Ateba Gautier,DEC,3,2026-01-24,Ateba Gautier,Andrey Pulyaev,6.566,1.95,0.25,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0,880.0,1000.0
win,Ateba Gautier,KO/TKO,1,2025-10-04,Ateba Gautier,Tre'ston Vines,6.934,2.19,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0,1140.0,1000.0
win,Ateba Gautier,KO/TKO,1,2025-07-19,Ateba Gautier,Robert Valentin,6.064,2.234,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,1000.0,950.0,1000.0
win,Ateba Gautier,KO/TKO,1,2025-03-29,Ateba Gautier,Jose Daniel Medina,5.333,1.222,0.0,1.0,1.0,0.0,1.0,0.0,1.6,4.867,0.0,0.0,0.0,0.0,1.0,0.0,1000.0,1000.0,1000.0,1000.0
win,Ateba Gautier,KO/TKO,2,2024-09-17,Ateba Gautier,Yura Naito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
loss,Waldo Cortes Acosta,KO/TKO,1,2025-11-22,Shamil Gaziev,Waldo Cortes Acosta,2.566,3.87,0.6,0.8,0.5,0.25,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
win,Shamil Gaziev,KO/TKO,1,2025-02-01,Shamil Gaziev,Thomas Petersen,2.433,3.718,0.75,0.75,0.333,0.333,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0,1210.0,1000.0
win,Shamil Gaziev,DEC,3,2024-08-03,Shamil Gaziev,Don'Tale Mayes,2.625,4.726,0.333,0.667,0.5,0.5,1.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1008.0,1000.0,1100.0
loss,Jairzinho Rozenstruik,KO/TKO,4,2024-03-02,Shamil Gaziev,Jairzinho Rozenstruik,6.187,0.934,0.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1400.0,1000.0
win,Shamil Gaziev,KO/TKO,2,2023-12-16,Shamil Gaziev,Martin Buday,1.519,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,988.8,1000.0,880.0
win,Shamil Gaziev,SUB,1,2023-09-19,Shamil Gaziev,Greg Velasco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0,880.0,1000.0
loss,Jenna Castillo,KO/TKO,2,2011-01-29,Charlene Gellner,Jenna Castillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0,1000.0,230.0,1000.0
loss,Antonio Banuelos,DEC,3,2010-09-30,Chad George,Antonio Banuelos,1.482,1.16,3.0,0.5,0.0,0.0,1.0,287.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,1100.0,1000.0
loss,Scott Jorgensen,SUB,1,2010-03-06,Chad George,Scott Jorgensen,1.533,1.2,6.0,1.0,0.0,0.0,1.0,575.0,0.87,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1000.0,1000.0,890.0,1000.0
win,Chad George,DEC,3,2009-12-19,Chad George,John Hosman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.0918309582801,1000.0,1540.0,1000.0
loss,Jonathan Goulet,SUB,1,2007-12-08,Paul Georgieff,Jonathan Goulet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.045,1.583,1.4,0.4,0.5,0.0,1.0,0.0,1008.0,1000.0,670.0,1000.0
loss,Matt Wiman,KO/TKO,1,2007-06-23,Brian Geraghty,Matt Wiman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0,880.0,1000.0
loss,Caros Fodor,SUB,1,2010-11-19,Derek Getzel,Caros Fodor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1000.0,1160.0,1000.0
loss,Rachael Ostovich,SUB,1,2017-12-01,Karine Gevorgyan,Rachael Ostovich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
loss,Payton Talbott,KO/TKO,1,2024-06-29,Yanis Ghemmouri,Payton Talbott,2.27,4.216,0.0,0.0,0.0,0.0,1.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,890.0,1000.0
loss,William Gomis,KO/TKO,3,2023-09-02,Yanis Ghemmouri,William Gomis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.967,1.167,1.5,1.0,0.0,0.0,1.0,0.0,1000.0,1000.0,1000.0,1000.0
loss,Evan Tanner,SUB,1,1999-01-08,Darrel Gholar,Evan Tanner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1008.0,770.0,1010.0
win,Tiki Ghosn,DEC,3,2008-03-29,Tiki Ghosn,Luke Stewart,1.842,1.901,0.111,0.0,0.5,0.0,1.0,3.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,920.0,1000.0
loss,Blas Avena,SUB,1,2007-08-05,Tiki Ghosn,Blas Avena,1.855,1.885,0.125,0.2,0.5,0.0,1.0,4.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0,690.0,1000.0
loss,Dave Terrel,KO/TKO,2,2007-03-24,Tiki Ghosn,Dave Terrel,1.465,1.381,0.143,0.4,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1008.0,1500.0,1100.0
loss,Pat Healy,KO/TKO,3,2006-03-17,Tiki Ghosn,Pat Healy,1.188,1.47,0.0,0.4,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0,-250.0,1000.0
loss,Chris Lytle,SUB,2,2004-04-02,Tiki Ghosn,Chris Lytle,0.749,0.912,0.0,0.4,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
loss,Robbie Lawler,KO/TKO,1,2002-11-22,Tiki Ghosn,Robbie Lawler,0.606,0.824,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.8,1000.0,1100.0,1000.0
win,Tiki Ghosn,KO/TKO,2,2002-07-05,Tiki Ghosn,Kit Cope,0.8,1.087,0.0,0.333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,1010.0,1000.0
win,Tiki Ghosn,DEC,3,2001-11-03,Tiki Ghosn,Paul Rodriguez,1.537,2.09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,900.0,1000.0
