W/L,winner,Date,Fighter,Opponent,f_SLpM,f_SApM,f_TD_pct,f_W_pct,f_KO_pct,f_Sub_pct,f_Finish_pct,o_SLpM,o_SApM,o_TD_pct,o_W_pct,o_KO_pct,o_Sub_pct,o_Finish_pct,f_ELO,o_ELO
win,Mark Hall,1996-12-07,Mark Hall,Felix Lee Mitchell,0.429,1.81,0.0,0.6,0.75,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Don Frye,1996-07-12,Mark Hall,Don Frye,0.657,1.033,0.0,0.8,0.75,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Mark Hall,1996-05-17,Mark Hall,Koji Kitao,0.405,1.014,0.0,0.75,0.667,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,Mark Hall,1995-12-16,Mark Hall,Trent Jenkins,0.913,2.281,0.0,0.667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1000.0
loss,Paul Varelans,1995-09-08,Mark Hall,Paul Varelans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Mark Hall,1995-09-08,Mark Hall,Harold Howard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.962,4.06,0.0,0.5,1.0,0.0,1.0,1008.0,1000.0
loss,Andre Muniz,2022-07-02,Uriah Hall,Andre Muniz,3.411,3.931,0.474,0.8,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Sean Strickland,2021-07-31,Uriah Hall,Sean Strickland,3.284,3.418,0.5,0.8,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,1000.0
win,Uriah Hall,2021-04-24,Uriah Hall,Chris Weidman,3.289,3.418,0.529,0.8,0.778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
win,Uriah Hall,2020-10-31,Uriah Hall,Anderson Silva,3.25,3.438,0.562,0.6,0.75,0.0,1.0,4.705,1.729,0.0,1.0,0.0,0.5,1.0,1016.0,1000.0
win,Uriah Hall,2019-09-14,Uriah Hall,Antonio Carlos Junior,3.356,3.65,0.6,0.4,0.857,0.0,1.0,1.0,2.6,4.0,0.0,0.0,0.0,1.0,1016.0,1000.0
win,Uriah Hall,2018-12-29,Uriah Hall,Bevon Lewis,3.354,3.448,0.643,0.2,0.833,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,1000.0
loss,Paulo Costa,2018-07-07,Uriah Hall,Paulo Costa,3.084,3.043,0.692,0.4,0.833,0.0,1.0,7.676,4.23,0.0,1.0,1.0,0.0,1.0,992.0,1000.0
win,Uriah Hall,2017-09-16,Uriah Hall,Krzysztof Jotko,3.057,2.853,0.75,0.4,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1000.0
loss,Gegard Mousasi,2016-11-19,Uriah Hall,Gegard Mousasi,3.076,2.79,0.818,0.4,0.8,0.0,1.0,3.291,2.785,0.333,0.667,0.5,0.5,1.0,1016.0,1000.0
loss,Derek Brunson,2016-09-17,Uriah Hall,Derek Brunson,3.115,2.796,0.9,0.6,0.8,0.0,1.0,0.732,0.0,0.0,1.0,0.333,0.333,1.0,1055.0,1000.0
loss,Robert Whittaker,2015-11-14,Uriah Hall,Robert Whittaker,3.134,2.523,1.0,0.8,0.8,0.0,1.0,6.35,3.629,1.0,1.0,1.0,0.0,1.0,1032.0,1000.0
win,Uriah Hall,2015-09-26,Uriah Hall,Gegard Mousasi,3.122,2.484,1.125,0.8,0.75,0.0,1.0,3.624,1.611,0.0,1.0,0.5,0.5,1.0,1016.0,1008.0
win,Uriah Hall,2015-08-08,Uriah Hall,Oluwale Bamgbose,3.086,2.476,1.143,0.6,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1000.0
loss,Rafael Natal,2015-05-23,Uriah Hall,Rafael Natal,3.133,2.361,1.167,0.6,0.667,0.0,1.0,2.333,3.4,1.0,0.0,0.0,0.0,1.0,984.0,977.0
win,Uriah Hall,2015-01-18,Uriah Hall,Ron Stallings,2.892,2.338,1.4,0.4,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,Uriah Hall,2014-07-05,Uriah Hall,Thiago Santos,2.92,2.16,1.5,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,1000.0
win,Uriah Hall,2013-12-28,Uriah Hall,Chris Leben,2.8,2.156,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1000.0
loss,John Howard,2013-08-17,Uriah Hall,John Howard,2.933,2.067,2.0,0.0,0.0,0.0,1.0,1.42,2.188,2.75,0.4,0.6,0.0,1.0,1016.0,977.0
loss,Kelvin Gastelum,2013-04-13,Uriah Hall,Kelvin Gastelum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Ryan Hall,2021-12-11,Ryan Hall,Darrick Minner,2.303,1.218,0.2,0.8,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.0,1000.0
loss,Ilia Topuria,2021-07-10,Ryan Hall,Ilia Topuria,2.324,0.963,0.25,1.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.0,1000.0
win,Ryan Hall,2019-07-13,Ryan Hall,Darren Elkins,2.289,0.519,0.333,1.0,0.0,0.333,1.0,3.2,2.067,2.0,1.0,0.0,0.0,1.0,1044.0,1000.0
win,Ryan Hall,2018-12-29,Ryan Hall,BJ Penn,2.3,0.467,0.5,1.0,0.0,0.0,1.0,2.171,2.224,0.0,0.667,0.5,0.5,1.0,1000.0,1000.0
win,Ryan Hall,2016-12-03,Ryan Hall,Gray Maynard,1.533,0.133,1.0,1.0,0.0,0.0,1.0,1.533,2.667,3.0,1.0,0.0,0.0,1.0,1000.0,1000.0
win,Ryan Hall,2015-12-11,Ryan Hall,Artem Lobov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,970.0
win,Dennis Hallman,2011-12-10,Dennis Hallman,John Makdessi,0.805,1.758,0.846,0.4,0.167,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Brian Ebersole,2011-08-06,Dennis Hallman,Brian Ebersole,0.842,1.644,0.833,0.6,0.167,0.667,1.0,1.667,0.667,3.0,1.0,0.0,0.0,1.0,1030.0,1000.0
win,Dennis Hallman,2010-11-20,Dennis Hallman,Karo Parisyan,0.753,1.653,0.909,0.6,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,1000.0
win,Dennis Hallman,2010-08-07,Dennis Hallman,Ben Saunders,0.546,1.589,0.7,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,John Howard,2009-12-05,Dennis Hallman,John Howard,0.552,1.971,0.375,0.4,0.0,1.0,1.0,1.333,1.867,6.0,1.0,0.0,0.0,1.0,1016.0,1000.0
win,Dennis Hallman,2009-06-19,Dennis Hallman,Justin Davis,0.556,1.984,0.429,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.0,1024.0
win,Dennis Hallman,2007-11-16,Dennis Hallman,Jeremiah Metcalf,0.574,2.051,0.5,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1000.0
loss,Jorge Rivera,2005-10-07,Dennis Hallman,Jorge Rivera,0.474,1.452,0.4,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Frank Trigg,2004-06-19,Dennis Hallman,Frank Trigg,0.508,0.983,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,992.0,1000.0
loss,Frank Trigg,2002-11-23,Dennis Hallman,Frank Trigg,0.584,1.13,0.667,0.667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060.0,1000.0
loss,Jens Pulver,2001-09-28,Dennis Hallman,Jens Pulver,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Dennis Hallman,2000-12-16,Dennis Hallman,Matt Hughes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.855,0.46,3.5,1.0,0.5,0.0,1.0,1000.0,1000.0
loss,Alex Oliveira,2015-11-07,Piotr Hallmann,Alex Oliveira,4.1,3.046,2.2,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075.0,1000.0
loss,Magomed Mustafaev,2015-06-20,Piotr Hallmann,Magomed Mustafaev,4.206,3.194,2.25,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Gleison Tibau,2014-09-13,Piotr Hallmann,Gleison Tibau,4.512,3.686,3.0,0.667,0.0,1.0,1.0,2.933,3.6,4.0,1.0,0.0,0.0,1.0,1048.0,1000.0
win,Piotr Hallmann,2014-06-07,Piotr Hallmann,Yves Edwards,4.531,4.49,2.5,0.5,0.0,1.0,1.0,3.083,2.312,1.5,0.0,0.0,0.0,1.0,992.0,1000.0
loss,Al Iaquinta,2013-10-26,Piotr Hallmann,Al Iaquinta,4.755,2.491,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1102.0,1009.0
win,Piotr Hallmann,2013-09-04,Piotr Hallmann,Francisco Trinaldo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.828,0.69,0.0,1.0,1.0,0.0,1.0,1000.0,1000.0
loss,Randy Couture,1997-05-30,Tony Halme,Randy Couture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Jorge Gurgel,2008-03-01,John Halverson,Jorge Gurgel,3.158,41.053,0.0,0.0,0.0,0.0,1.0,2.4,2.867,0.0,0.0,0.0,0.0,1.0,1168.0,1000.0
loss,Roger Huerta,2007-02-03,John Halverson,Roger Huerta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.733,2.533,6.0,1.0,0.0,0.0,1.0,1008.0,1000.0
loss,Ham Danielle Taylor,2016-11-26,Seo Hee,Ham Danielle Taylor,4.911,5.867,0.0,0.333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
loss,Ham Bec Rawlings,2016-03-19,Seo Hee,Ham Bec Rawlings,4.3,6.233,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,943.0
win,Seo Hee,2015-11-28,Seo Hee,Ham Cortney Casey,3.867,7.267,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Ham Joanne Wood,2014-12-12,Seo Hee,Ham Joanne Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156.24,1000.0
win,Frank Hamaker,1994-03-11,Frank Hamaker,Thaddeus Luster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Ryan Gracie,2003-10-05,Kazuhiro Hamanaka,Ryan Gracie,3.133,1.133,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1028.0
win,Kazuhiro Hamanaka,2003-06-08,Kazuhiro Hamanaka,Antonio Schembri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1128.0,1000.0
win,Rami Hamed,2024-08-13,Rami Hamed,Ding Meng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167.1768,1008.0
loss,Thiago Silva,2013-10-09,Matt Hamill,Thiago Silva,3.928,3.336,2.125,0.6,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,Matt Hamill,2012-09-22,Matt Hamill,Roger Hollett,3.384,3.71,1.571,0.6,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.0,1000.0
loss,Alexander Gustafsson,2011-08-06,Matt Hamill,Alexander Gustafsson,3.517,3.666,1.692,0.8,0.6,0.0,1.0,8.78,8.78,0.0,1.0,1.0,0.0,1.0,1028.0,1000.0
loss,Quinton Jackson,2011-05-28,Matt Hamill,Quinton Jackson,3.714,3.666,1.833,1.0,0.6,0.0,1.0,2.96,2.4,2.0,1.0,0.0,0.0,1.0,1140.0,1000.0
win,Matt Hamill,2010-10-23,Matt Hamill,Tito Ortiz,3.877,3.866,1.727,0.8,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1039.0
win,Matt Hamill,2010-06-19,Matt Hamill,Keith Jardine,3.626,3.772,1.7,0.8,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Matt Hamill,2009-12-05,Matt Hamill,Jon Jones,3.772,3.378,1.889,0.6,0.857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178.319176,983.0
win,Matt Hamill,2009-03-07,Matt Hamill,Mark Munoz,3.648,3.365,2.125,0.6,0.833,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1149.8,1000.0
win,Matt Hamill,2008-12-27,Matt Hamill,Reese Andy,3.425,3.208,2.286,0.6,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Rich Franklin,2008-09-06,Matt Hamill,Rich Franklin,3.902,2.459,2.5,0.8,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,Matt Hamill,2008-04-02,Matt Hamill,Tim Boetsch,3.763,2.407,2.8,0.8,0.75,0.0,1.0,8.63,1.438,1.0,1.0,1.0,0.0,1.0,1000.0,1000.0
loss,Michael Bisping,2007-09-08,Matt Hamill,Michael Bisping,3.779,2.016,2.0,1.0,0.75,0.0,1.0,4.44,0.866,4.0,1.0,1.0,0.0,1.0,1008.0,1000.0
win,Matt Hamill,2007-03-03,Matt Hamill,Rex Holman,2.376,1.719,4.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1119.04,984.0
win,Matt Hamill,2006-10-10,Matt Hamill,Seth Petruzelli,6.899,1.882,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1139.3139999999999,1000.0
win,Matt Hamill,2006-06-24,Matt Hamill,Jesse Forbes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1149.0659799999999,1000.0
loss,Derek Brunson,2011-06-24,Jeremy Hamilton,Derek Brunson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Adam Wieczorek,2017-11-18,Anthony Hamilton,Adam Wieczorek,4.469,3.091,1.0,0.2,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,991.0
loss,Daniel Spitz,2017-09-16,Anthony Hamilton,Daniel Spitz,4.507,3.012,1.125,0.4,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Marcel Fortuna,2017-02-04,Anthony Hamilton,Marcel Fortuna,4.513,2.888,1.286,0.4,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Francis Ngannou,2016-12-09,Anthony Hamilton,Francis Ngannou,4.721,2.998,1.333,0.6,0.667,0.0,1.0,3.171,0.634,0.0,1.0,1.0,0.0,1.0,960.0,1000.0
win,Anthony Hamilton,2016-07-30,Anthony Hamilton,Damian Grabowski,4.533,2.991,1.6,0.4,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Shamil Abdurakhimov,2016-02-21,Anthony Hamilton,Shamil Abdurakhimov,5.565,2.359,2.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1191.99151832,1000.0
win,Anthony Hamilton,2015-04-11,Anthony Hamilton,Daniel Omielanczuk,5.604,2.308,1.667,0.333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109.5872,1000.0
loss,Todd Duffee,2014-12-06,Anthony Hamilton,Todd Duffee,5.698,1.727,2.5,0.5,1.0,0.0,1.0,34.286,0.0,0.0,1.0,1.0,0.0,1.0,1000.0,1000.0
win,Anthony Hamilton,2014-08-30,Anthony Hamilton,Ruan Potts,2.609,4.348,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1159.5005985999999,966.0
loss,Aleksei Oleinik,2014-06-28,Anthony Hamilton,Aleksei Oleinik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.0,1008.0
loss,Casey Kenney,2017-07-18,CJ Hamilton,Casey Kenney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Magnus Cedenblad,2013-08-31,Jared Hamman,Magnus Cedenblad,5.18,3.921,0.857,0.4,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.0,1000.0
loss,Michael Kuiper,2012-08-11,Jared Hamman,Michael Kuiper,4.705,3.36,1.0,0.4,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,992.0
loss,Constantinos Philippou,2011-12-10,Jared Hamman,Constantinos Philippou,4.835,3.136,1.2,0.6,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Jared Hamman,2011-08-14,Jared Hamman,CB Dollaway,4.533,3.353,1.5,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Kyle Kingsbury,2010-09-15,Jared Hamman,Kyle Kingsbury,3.635,2.064,2.0,0.667,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.0,1000.0
win,Jared Hamman,2010-03-27,Jared Hamman,Rodney Wallace,2.883,1.648,2.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173.045640502,1000.0
loss,Alexander Gustafsson,2009-11-14,Jared Hamman,Alexander Gustafsson,2.273,0.909,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,Jared Hamman,2006-06-09,Jared Hamman,Scott Graham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.0,1000.0
loss,Chris Camozzi,2010-06-19,James Hammortree,Chris Camozzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117.258304,1000.0
loss,Dylan Budka,2023-09-05,Chad Hanekom,Dylan Budka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1205.4309246024002,1008.0
loss,Tatsuya Kawajiri,2011-09-24,Joachim Hansen,Tatsuya Kawajiri,2.713,2.759,1.533,0.4,0.333,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Joachim Hansen,2011-05-29,Joachim Hansen,Mitsuhiro Ishida,2.897,2.765,1.571,0.4,0.375,0.375,1.0,2.4,0.5,6.0,1.0,0.0,0.0,1.0,984.0,1000.0
win,Joachim Hansen,2010-09-25,Joachim Hansen,Hideo Tokoro,2.846,2.805,1.615,0.4,0.429,0.286,1.0,1.7,4.7,0.0,0.0,0.0,0.0,1.0,1000.0,1000.0
loss,Hiroyuki Takaya,2010-05-29,Joachim Hansen,Hiroyuki Takaya,2.843,2.81,1.75,0.4,0.429,0.286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Bibiano Fernandes,2010-03-22,Joachim Hansen,Bibiano Fernandes,2.578,2.651,1.909,0.6,0.429,0.286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Shinya Aoki,2009-10-06,Joachim Hansen,Shinya Aoki,2.726,2.95,2.1,0.8,0.429,0.286,1.0,2.251,1.801,1.0,0.667,0.5,0.5,1.0,1000.0,1000.0
win,Joachim Hansen,2008-07-21,Joachim Hansen,Shinya Aoki,2.799,3.155,2.5,0.6,0.4,0.2,1.0,4.161,0.876,1.0,1.0,0.5,0.5,1.0,1000.0,1000.0
win,Joachim Hansen,2008-07-21,Joachim Hansen,Kultar Gill,2.799,3.155,2.5,0.6,0.4,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Eddie Alvarez,2008-05-11,Joachim Hansen,Eddie Alvarez,2.579,2.854,2.714,0.8,0.4,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,1008.0
win,Joachim Hansen,2008-03-15,Joachim Hansen,Kotetsu Boku,2.216,2.664,2.333,0.6,0.5,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Joachim Hansen,2007-02-24,Joachim Hansen,Jason Ireland,2.273,3.238,1.8,0.6,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Shinya Aoki,2006-12-31,Joachim Hansen,Shinya Aoki,2.389,3.298,2.25,0.75,0.667,0.0,1.0,6.0,0.923,0.0,1.0,1.0,0.0,1.0,1000.0,1000.0
win,Joachim Hansen,2006-04-02,Joachim Hansen,Luiz Azeredo,2.038,2.57,3.0,0.667,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1185.1588353371399,987.88680516486
loss,Hayato Sakurai,2005-09-25,Joachim Hansen,Hayato Sakurai,1.169,0.0,0.0,1.0,1.0,0.0,1.0,0.278,1.998,0.0,0.0,0.0,0.0,1.0,1000.0,1000.0
win,Joachim Hansen,2005-09-25,Joachim Hansen,Yves Edwards,1.169,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219.2510893245683,1011.76
win,Joachim Hansen,2005-07-17,Joachim Hansen,Masakazu Imanari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Piera Rodriguez,2022-04-09,Kay Hansen,Piera Rodriguez,3.346,3.134,1.667,0.333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Jasmine Jasudavicius,2022-01-22,Kay Hansen,Jasmine Jasudavicius,3.572,3.026,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Cory McKenna,2020-11-14,Kay Hansen,Cory McKenna,2.493,2.091,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,Kay Hansen,2020-06-27,Kay Hansen,Jinh Yu Frey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Quillan Salkilld,2025-10-25,Nasrat Haqparast,Quillan Salkilld,5.72,5.572,0.312,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Nasrat Haqparast,2025-03-01,Nasrat Haqparast,Esteban Ribovics,5.459,5.236,0.267,0.8,0.222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,Nasrat Haqparast,2024-06-22,Nasrat Haqparast,Jared Gordon,5.089,4.876,0.286,0.6,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1171.3497932250802,1039.0
win,Nasrat Haqparast,2023-12-09,Nasrat Haqparast,Jamie Mullarkey,5.048,4.879,0.308,0.4,0.143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Nasrat Haqparast,2023-09-09,Nasrat Haqparast,Landon Quinones,4.44,4.401,0.333,0.4,0.167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1233.775465577288,996.857624
win,Nasrat Haqparast,2022-09-03,Nasrat Haqparast,John Makdessi,4.458,4.352,0.182,0.4,0.2,0.0,1.0,0.0,6.742,0.0,0.0,0.0,0.0,1.0,1008.0,1000.0
loss,King Green,2022-02-12,Nasrat Haqparast,King Green,4.386,3.384,0.2,0.4,0.2,0.0,1.0,5.333,3.933,3.0,1.0,0.0,0.0,1.0,1000.0,1008.0
loss,Dan Hooker,2021-09-25,Nasrat Haqparast,Dan Hooker,5.188,2.925,0.25,0.8,0.2,0.0,1.0,4.812,4.841,0.471,0.6,0.636,0.182,1.0,1130.76,1016.0
win,Nasrat Haqparast,2021-03-13,Nasrat Haqparast,Rafa Garcia,4.929,2.825,0.286,0.8,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,1000.0
win,Nasrat Haqparast,2020-08-08,Nasrat Haqparast,Alexander Munoz,4.478,2.906,0.333,0.6,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,1000.0
loss,Drew Dober,2020-01-18,Nasrat Haqparast,Drew Dober,4.451,2.759,0.4,0.6,0.333,0.0,1.0,2.833,2.933,2.5,0.5,0.0,0.0,1.0,1008.0,1000.0
win,Nasrat Haqparast,2019-08-03,Nasrat Haqparast,Joaquim Silva,4.517,2.767,0.5,0.5,0.0,0.0,1.0,10.588,3.529,0.0,1.0,1.0,0.0,1.0,992.0,1016.0
win,Nasrat Haqparast,2018-10-27,Nasrat Haqparast,Thibault Gouti,3.267,1.956,0.667,0.333,0.0,0.0,1.0,9.179,4.925,0.0,1.0,1.0,0.0,1.0,992.0,1000.0
win,Nasrat Haqparast,2018-07-22,Nasrat Haqparast,Marc Diakiese,1.8,1.267,1.0,0.0,0.0,0.0,1.0,2.243,1.589,0.0,0.0,0.0,0.0,1.0,1000.0,1000.0
loss,Marcin Held,2017-10-21,Nasrat Haqparast,Marcin Held,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.289,1.871,3.25,0.0,0.0,0.0,1.0,1000.0,1000.0
loss,Zhu Kangjie,2024-08-23,Shin Haraguchi,Zhu Kangjie,2.061,1.519,10.0,0.8,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1180.6142787508359,1011.0
win,Shin Haraguchi,2024-05-18,Shin Haraguchi,JunYoung Hong,2.694,2.26,8.0,0.667,0.5,0.0,1.0,3.533,3.267,0.0,0.0,0.0,0.0,1.0,992.0,1000.0
loss,Rongzhu,2024-02-03,Shin Haraguchi,Rongzhu,2.988,0.654,10.0,1.0,0.5,0.0,1.0,8.759,6.569,0.0,1.0,1.0,0.0,1.0,1217.1912166668778,1008.0
