W/L,winner,Date,Fighter,Opponent,f_SLpM,f_SApM,f_TD_pct,f_W_pct,f_KO_pct,f_Sub_pct,f_Finish_pct,o_SLpM,o_SApM,o_TD_pct,o_W_pct,o_KO_pct,o_Sub_pct,o_Finish_pct,f_ELO,o_ELO
win,Shin Haraguchi,2023-08-27,Shin Haraguchi,JaeHyun Park,7.636,0.312,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
win,Shin Haraguchi,2023-05-28,Shin Haraguchi,Windri Patilima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,1032.0
loss,Pat Barry,2009-10-24,Antoni Hardonk,Pat Barry,3.318,2.929,0.0,0.6,1.0,0.0,1.0,1.765,0.0,0.0,0.0,0.0,0.0,1.0,984.0,1000.0
loss,Cheick Kongo,2009-04-18,Antoni Hardonk,Cheick Kongo,3.755,2.071,0.0,0.6,1.0,0.0,1.0,3.0,3.8,5.0,0.0,0.0,0.0,1.0,1008.0,1000.0
win,Antoni Hardonk,2008-12-27,Antoni Hardonk,Mike Wessel,3.096,2.133,0.0,0.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
win,Antoni Hardonk,2008-06-07,Antoni Hardonk,Eddie Sanchez,2.119,1.463,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0,1000.0
win,Antoni Hardonk,2008-01-19,Antoni Hardonk,Colin Robinson,1.894,1.485,0.0,0.333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,1000.0
loss,Frank Mir,2007-08-25,Antoni Hardonk,Frank Mir,1.973,1.37,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1008.0
loss,Justin McCully,2007-04-05,Antoni Hardonk,Justin McCully,3.077,1.231,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Antoni Hardonk,2006-11-18,Antoni Hardonk,Sherman Pendergarst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
loss,Abdul-Kareem Al-Selwady,2023-08-15,George Hardwick,Abdul-Kareem Al-Selwady,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Marwan Rahiki,2026-03-14,Harry Hardwick,Marwan Rahiki,2.388,7.164,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Kaue Fernandes,2025-09-06,Harry Hardwick,Kaue Fernandes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.0,1000.0
win,Dan Hardy,2012-09-29,Dan Hardy,Amir Sadollah,2.198,3.348,0.333,0.2,0.4,0.0,1.0,4.138,14.483,0.0,0.0,0.0,0.0,1.0,1032.0,1032.0
win,Dan Hardy,2012-05-26,Dan Hardy,Duane Ludwig,2.107,3.309,0.375,0.2,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Chris Lytle,2011-08-14,Dan Hardy,Chris Lytle,1.766,2.428,0.286,0.4,0.25,0.0,1.0,0.9,1.167,0.5,0.5,0.0,0.0,1.0,1116.0,1000.0
loss,Anthony Johnson,2011-03-26,Dan Hardy,Anthony Johnson,2.09,2.646,0.333,0.6,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Carlos Condit,2010-10-16,Dan Hardy,Carlos Condit,2.094,2.446,0.4,0.8,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Georges St-Pierre,2010-03-27,Dan Hardy,Georges St-Pierre,3.142,2.492,0.5,1.0,0.25,0.0,1.0,4.478,1.043,1.25,0.75,0.667,0.333,1.0,1192.4872782633943,1000.0
win,Dan Hardy,2009-11-14,Dan Hardy,Mike Swick,2.889,2.472,0.333,1.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.0,1008.0
win,Dan Hardy,2009-06-13,Dan Hardy,Marcus Davis,3.839,3.591,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1008.0
win,Dan Hardy,2009-02-21,Dan Hardy,Rory Markham,3.8,3.733,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Dan Hardy,2008-10-18,Dan Hardy,Akihiro Gono,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,2.887,0.0,0.0,0.0,0.0,1.0,1000.0,1000.0
win,Veronica Hardy,2025-10-04,Veronica Hardy,Brogan Walker,3.093,3.407,0.8,0.8,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932.0,1000.0
loss,Eduarda Moura,2024-11-16,Veronica Hardy,Eduarda Moura,3.097,3.631,0.889,0.8,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,Veronica Hardy,2024-05-11,Veronica Hardy,JJ Aldrich,3.204,3.913,1.0,0.8,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Veronica Hardy,2023-12-02,Veronica Hardy,Jamey-Lyn Horth,3.355,4.379,1.0,0.4,0.0,0.5,1.0,5.067,4.2,0.0,1.0,0.0,0.0,1.0,1124.12,1000.0
win,Veronica Hardy,2023-03-18,Veronica Hardy,Juliana Miller,3.132,5.06,0.4,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.8346018335592,1013.4418729104102
loss,Bea Malecki,2020-03-14,Veronica Hardy,Bea Malecki,1.9,3.613,0.5,0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1016.0
win,Veronica Hardy,2019-08-10,Veronica Hardy,Polyana Viana,1.933,3.7,0.667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Gillian Robertson,2019-02-23,Veronica Hardy,Gillian Robertson,1.693,4.646,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Andrea Lee,2018-05-19,Veronica Hardy,Andrea Lee,1.802,5.718,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Ashlee Evans-Smith,2016-09-03,Veronica Hardy,Ashlee Evans-Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125.46638528,1000.0
loss,Serghei Spivac,2022-03-05,Greg Hardy,Serghei Spivac,4.841,3.223,0.091,0.4,0.833,0.0,1.0,1.2,20.4,0.0,0.0,0.0,0.0,1.0,1000.0,1000.0
loss,Tai Tuivasa,2021-07-10,Greg Hardy,Tai Tuivasa,4.833,3.121,0.1,0.4,0.833,0.0,1.0,17.143,2.449,0.0,1.0,1.0,0.0,1.0,1000.0,1000.0
loss,Marcin Tybura,2020-12-19,Greg Hardy,Marcin Tybura,4.769,2.782,0.111,0.6,0.833,0.0,1.0,3.632,1.017,1.0,1.0,1.0,0.0,1.0,1000.0,1000.0
win,Greg Hardy,2020-10-31,Greg Hardy,Maurice Greene,4.48,2.787,0.0,0.6,0.8,0.0,1.0,4.667,4.4,0.0,1.0,0.0,0.0,1.0,1000.0,1000.0
win,Greg Hardy,2020-05-09,Greg Hardy,Yorgan De Castro,4.772,3.213,0.0,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Alexander Volkov,2019-11-09,Greg Hardy,Alexander Volkov,5.73,1.798,0.0,0.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.0,992.0
nc,Draw,2019-10-18,Greg Hardy,Ben Sosoli,8.462,1.88,0.0,0.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179.0131687849566,1008.96
win,Greg Hardy,2019-07-20,Greg Hardy,Juan Adams,5.753,1.735,0.0,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.744,1000.0
win,Greg Hardy,2019-04-27,Greg Hardy,Dmitrii Smoliakov,5.632,2.069,0.0,0.667,1.0,0.0,1.0,1.561,2.23,0.0,0.0,0.0,0.0,1.0,1016.064,1000.0
loss,Allen Crowder,2019-01-19,Greg Hardy,Allen Crowder,16.216,4.865,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Greg Hardy,2018-08-07,Greg Hardy,Tebaris Gordon,6.316,5.263,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Greg Hardy,2018-06-12,Greg Hardy,Austen Lane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
loss,Ikuhisa Minowa,2011-09-24,Baru Harn,Ikuhisa Minowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0,1008.0
loss,Logan Clark,2008-03-26,Scott Harper,Logan Clark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
loss,Jacobe Smith,2026-02-21,Josiah Harrell,Jacobe Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,999.936
loss,Paul Varelans,1995-09-08,Gerry Harris,Paul Varelans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,Gerald Harris,2011-09-24,Gerald Harris,Kazuhiro Nakamura,1.223,1.485,2.0,0.75,1.0,0.0,1.0,3.2,5.6,0.0,0.0,0.0,0.0,1.0,1000.0,1000.0
loss,Maiquel Falcao,2010-11-20,Gerald Harris,Maiquel Falcao,1.558,1.396,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.5471108089387,1008.0
win,Gerald Harris,2010-07-03,Gerald Harris,David Branch,2.086,1.263,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1008.0
win,Gerald Harris,2010-03-31,Gerald Harris,Mario Miranda,1.567,0.522,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116.6837383104,1000.0
win,Gerald Harris,2010-01-11,Gerald Harris,John Salter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Neil Seery,2014-07-19,Phil Harris,Neil Seery,2.166,2.708,0.75,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
nc,Draw,2014-03-08,Phil Harris,Louis Gaudinot,2.152,2.756,1.0,0.333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,John Lineker,2013-10-26,Phil Harris,John Lineker,1.819,1.777,1.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,Phil Harris,2013-02-16,Phil Harris,Ulysses Gomez,1.158,0.811,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1016.0
loss,Darren Uyenoyama,2012-10-05,Phil Harris,Darren Uyenoyama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.064,1000.0
loss,Marcin Tybura,2021-06-05,Walt Harris,Marcin Tybura,2.946,3.427,0.133,0.4,1.0,0.0,1.0,4.338,2.749,1.0,1.0,1.0,0.0,1.0,1016.0,1000.0
loss,Alexander Volkov,2020-10-24,Walt Harris,Alexander Volkov,2.972,3.175,0.143,0.6,1.0,0.0,1.0,5.733,3.067,0.0,1.0,0.0,0.0,1.0,1122.7268,1008.0
loss,Alistair Overeem,2020-05-16,Walt Harris,Alistair Overeem,2.958,2.677,0.154,0.6,1.0,0.0,1.0,4.587,1.776,0.0,1.0,0.667,0.333,1.0,1032.0,1000.0
win,Walt Harris,2019-07-20,Walt Harris,Aleksei Oleinik,2.918,2.672,0.167,0.4,1.0,0.0,1.0,1.931,1.782,1.0,1.0,0.0,1.0,1.0,1047.488,1000.0
win,Walt Harris,2019-05-04,Walt Harris,Serghei Spivac,2.746,2.686,0.182,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1132.8084,1000.0
nc,Draw,2018-12-29,Walt Harris,Andrei Arlovski,2.993,2.633,0.1,0.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167.1094469700097,1000.0
win,Walt Harris,2018-06-01,Walt Harris,Daniel Spitz,3.008,2.789,0.111,0.4,1.0,0.0,1.0,12.5,0.0,1.0,1.0,1.0,0.0,1.0,1042.0,1000.0
loss,Mark Godbeer,2017-11-04,Walt Harris,Mark Godbeer,2.871,2.962,0.0,0.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Fabricio Werdum,2017-10-07,Walt Harris,Fabricio Werdum,2.929,3.021,0.0,0.6,1.0,0.0,1.0,2.819,1.342,0.0,1.0,1.0,0.0,1.0,1000.0,1032.0
win,Walt Harris,2017-06-17,Walt Harris,Cyril Asker,2.624,3.083,0.0,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,989.5653814
win,Walt Harris,2017-01-15,Walt Harris,Chase Sherman,2.358,3.166,0.0,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Shamil Abdurakhimov,2016-10-01,Walt Harris,Shamil Abdurakhimov,2.438,3.183,0.0,0.25,1.0,0.0,1.0,4.133,2.667,0.0,1.0,0.0,0.0,1.0,1000.0,1000.0
win,Walt Harris,2016-04-23,Walt Harris,Cody East,1.625,2.695,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Soa Palelei,2014-11-07,Walt Harris,Soa Palelei,1.232,2.854,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Nikita Krylov,2014-01-25,Walt Harris,Nikita Krylov,1.2,2.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1008.0
loss,Jared Rosholt,2013-11-30,Walt Harris,Jared Rosholt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,Trevor Harris,2006-07-28,Trevor Harris,Colley  Bradford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Santiago Ponzinibbio,2025-01-11,Carlston Harris,Santiago Ponzinibbio,3.184,2.658,0.833,0.6,0.25,0.5,1.0,3.317,4.975,0.0,0.0,0.0,0.0,1.0,1008.0,1000.0
loss,Khaos Williams,2024-05-18,Carlston Harris,Khaos Williams,2.932,2.438,1.0,0.8,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,1000.0
win,Carlston Harris,2023-08-05,Carlston Harris,Jeremiah Wells,4.135,2.878,1.25,0.75,0.333,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.6959239999999,1000.0
win,Carlston Harris,2023-03-11,Carlston Harris,Jared Gooden,4.034,2.069,0.0,0.667,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Shavkat Rakhmonov,2022-02-05,Carlston Harris,Shavkat Rakhmonov,5.273,1.273,0.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108.515876628672,988.3023387120993
win,Carlston Harris,2021-09-18,Carlston Harris,Impa Kasanganay,1.744,0.349,0.0,1.0,0.0,1.0,1.0,4.8,2.6,2.0,1.0,0.0,0.0,1.0,1178.8071082579104,1030.0
win,Carlston Harris,2021-05-08,Carlston Harris,Christian Aguilera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,992.0
win,Kayla Harrison,2025-06-07,Kayla Harrison,Julianna Pena,5.496,0.98,2.0,1.0,0.0,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,992.0
win,Kayla Harrison,2024-10-05,Kayla Harrison,Ketlen Vieira,7.518,0.295,2.0,1.0,0.0,1.0,1.0,3.4,3.84,1.0,1.0,0.0,0.0,1.0,1000.0,1000.0
win,Kayla Harrison,2024-04-13,Kayla Harrison,Holly Holm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.206,2.791,1.0,0.6,0.25,0.0,1.0,1000.0,1000.0
loss,Luke Barnatt,2013-04-13,Collin Hart,Luke Barnatt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.4346186,1000.0
loss,Benjamin Bennett,2024-09-17,Joey Hart,Benjamin Bennett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976.0,1000.0
loss,Dennis Siver,2009-06-13,Dale Hartt,Dennis Siver,1.196,1.336,0.0,0.667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,1000.0
win,Dale Hartt,2008-12-10,Dale Hartt,Corey Hill,0.282,0.845,0.0,0.0,0.0,0.0,1.0,4.325,1.648,1.0,0.5,1.0,0.0,1.0,1024.0,1000.0
loss,Shannon Gugerty,2008-07-19,Dale Hartt,Shannon Gugerty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,1000.0
loss,Eric Magana,2008-02-01,Luke Hartwig,Eric Magana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,1000.0
loss,DaMarques Johnson,2011-11-12,Clay Harvison,DaMarques Johnson,3.255,3.915,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Seth Baczynski,2011-09-17,Clay Harvison,Seth Baczynski,3.8,2.8,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,1000.0
win,Clay Harvison,2011-06-04,Clay Harvison,Justin Edwards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Hayato Sakurai,2007-12-31,Hidehiko Hasegawa,Hayato Sakurai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.106,2.213,2.5,0.5,0.0,0.0,1.0,1000.0,1000.0
loss,Mike van Arsdale,2002-11-23,Chris Haseman,Mike van Arsdale,0.933,4.667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Evan Tanner,2002-07-13,Chris Haseman,Evan Tanner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,976.256
loss,Sarah Kaufman,2010-02-26,Takayo Hashi,Sarah Kaufman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Alistair Overeem,2003-12-31,Tomohiko Hashimoto,Alistair Overeem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Mike Pierce,2009-03-01,Justin Haskins,Mike Pierce,2.216,3.239,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201.948813052313,1000.0
loss,Johny Hendricks,2008-12-03,Justin Haskins,Johny Hendricks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Vicente Luque,2015-12-19,Hayder Hassan,Vicente Luque,0.214,1.07,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1106.66720932,1000.0
loss,Kamaru Usman,2015-07-12,Hayder Hassan,Kamaru Usman,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,Hayder Hassan,2010-01-30,Hayder Hassan,Ryan Keenan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,Ahmad Hassanzada,2024-09-17,Ahmad Hassanzada,Dylan Mantello,2.587,4.423,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.8692372,1000.0
loss,Nazim Sadykhov,2022-08-16,Ahmad Hassanzada,Nazim Sadykhov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Mitsuhiro Ishida,2010-07-10,Daiki Hata,Mitsuhiro Ishida,3.0,2.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,1000.0
loss,Kazuyuki Miyata,2009-10-06,Daiki Hata,Kazuyuki Miyata,4.7,1.7,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1016.0
win,Daiki Hata,2009-04-05,Daiki Hata,Hideo Tokoro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1189.223605835964,1049.0
loss,Dong Hyun Kim,2014-03-01,John Hathaway,Dong Hyun Kim,3.495,1.734,2.5,0.8,0.143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,John Hathaway,2012-09-29,John Hathaway,John Maguire,3.615,1.871,2.714,0.8,0.167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,John Hathaway,2012-05-05,John Hathaway,Pascal Krauss,3.442,1.809,2.833,0.8,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.0,1000.0
win,John Hathaway,2011-03-26,John Hathaway,Kris McCray,3.576,1.486,2.8,0.8,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,992.0
loss,Mike Pyle,2010-10-16,John Hathaway,Mike Pyle,4.294,1.008,3.5,1.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,992.0
win,John Hathaway,2010-05-29,John Hathaway,Diego Sanchez,3.728,0.751,4.667,1.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1016.0
win,John Hathaway,2009-11-14,John Hathaway,Paul Taylor,2.5,1.071,4.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,John Hathaway,2009-06-13,John Hathaway,Rick Story,3.913,0.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,John Hathaway,2009-01-17,John Hathaway,Tom Egan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Brunno Ferreira,2024-01-13,Phil Hawes,Brunno Ferreira,5.548,3.705,1.0,0.4,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Ikram Aliskerov,2023-05-06,Phil Hawes,Ikram Aliskerov,5.461,3.494,1.125,0.6,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123.511812,1000.0
loss,Roman Dolidze,2022-10-29,Phil Hawes,Roman Dolidze,5.682,3.428,1.143,0.8,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Phil Hawes,2022-06-18,Phil Hawes,Deron Winn,4.195,3.434,1.167,0.8,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1000.0
loss,Chris Curtis,2021-11-06,Phil Hawes,Chris Curtis,3.442,3.288,1.4,0.8,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,Phil Hawes,2021-05-08,Phil Hawes,Kyle Daukaus,2.841,4.178,1.25,0.75,0.667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
win,Phil Hawes,2021-02-20,Phil Hawes,Nassourdine Imavov,4.142,4.813,0.333,0.667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.0,992.0
win,Phil Hawes,2020-10-24,Phil Hawes,Jacob Malkoun,3.475,4.981,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.0,1000.0
win,Phil Hawes,2020-09-08,Phil Hawes,Khadzhi Bestaev,2.318,4.773,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Julian Marquez,2017-08-01,Phil Hawes,Julian Marquez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Justin Levens,2006-10-12,Justin Hawes,Justin Levens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
loss,Ovince Saint Preux,2010-04-17,Chris Hawk,Ovince Saint Preux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1041.7384744,1000.0
loss,Coty Wheeler,2008-02-13,Del Hawkins,Coty Wheeler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Dennis Bermudez,2012-08-11,Tommy Hayden,Dennis Bermudez,1.728,1.481,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.0,1000.0
loss,Fabricio Camoes,2012-01-20,Tommy Hayden,Fabricio Camoes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1024.0
win,Mike Hayes,2008-02-23,Mike Hayes,Matt Kovacs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.0,976.0
loss,Stoney Hale,2011-01-07,Gerric Hayes,Stoney Hale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1082.0,1000.0
