W/L,winner,method,Round,Date,Fighter,Opponent,f_SLpM,f_SApM,f_TD_pct,f_W_pct,f_KO_pct,f_Sub_pct,f_Finish_pct,f_ctrl,o_SLpM,o_SApM,o_TD_pct,o_W_pct,o_KO_pct,o_Sub_pct,o_Finish_pct,o_ctrl,f_ELO,o_ELO,f_survivor_score,o_survivor_score
win,Charles Bennett,SUB,1,2005-12-31,Charles Bennett,Ken Kaneko,1.519,2.025,0.667,0.333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,1300.0,1000.0
loss,Dokonjonosuke Mishima,SUB,1,2005-09-25,Charles Bennett,Dokonjonosuke Mishima,1.927,2.056,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
win,Charles Bennett,KO/TKO,1,2005-05-22,Charles Bennett,Yoshiro Maeda,0.852,2.216,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0,1110.0,1000.0
loss,Takanori Gomi,SUB,1,2004-10-14,Charles Bennett,Takanori Gomi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,1030.0,1000.0
loss,Mychal Clark,KO/TKO,2,2008-02-23,Josh Bennett,Mychal Clark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0,1170.0,1000.0
draw,Draw,DEC,3,2017-12-01,DeAnna Bennett,Melinda Fabian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.0,1048.0,750.0,1100.0
win,Benjamin Bennett,DEC,3,2024-09-17,Benjamin Bennett,Joey Hart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1130.0,1000.0
win,Pat Benson,SUB,1,2009-06-06,Pat Benson,Dave Cochran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0,1020.0,1000.0
win,Len Bentley,DEC,3,2009-06-19,Len Bentley,Marques Daniels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,940.0,1000.0
loss,Eddy Ellis,DEC,3,2008-02-23,Steve Berger,Eddy Ellis,0.622,3.158,0.333,0.0,0.0,0.0,1.0,243.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0,1110.0,1000.0
loss,Robbie Lawler,KO/TKO,2,2002-06-22,Steve Berger,Robbie Lawler,0.129,2.46,0.0,0.0,0.0,0.0,1.0,304.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,992.0,930.0,880.0
nc,Draw,other,1,2002-05-10,Steve Berger,Benji Radach,0.133,1.867,0.0,0.0,0.0,0.0,1.0,596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1067.171962,1240.0,1100.0
loss,Tony DeSouza,DEC,3,2001-05-04,Steve Berger,Tony DeSouza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1400.0,1000.0
nc,Draw,other,1,2019-07-09,Kenneth Bergh,Antonio Trocoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,968.0,1070.0,920.0
win,Bret Bergmark,DEC,3,2010-06-26,Bret Bergmark,Vagner Rocha,2.778,2.778,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120.171962,939.0,1110.0,1060.0
loss,Mike Pyle,SUB,1,2005-10-14,Bret Bergmark,Mike Pyle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,920.0,1120.0
loss,Ryan Janes,DEC,3,2016-12-09,Keith Berish,Ryan Janes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0,1580.0,1000.0
nc,Draw,other,1,2014-07-06,Keith Berish,Robert Drysdale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0,1140.0,800.0
loss,Roberto Traven,KO/TKO,1,1996-09-20,Dave Berry,Roberto Traven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222.8067242180189,1000.0,1610.0,1000.0
loss,Adlan Amagov,KO/TKO,1,2012-08-18,Keith Berry,Adlan Amagov,0.039,0.656,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
loss,Gian Villante,DEC,3,2011-08-12,Keith Berry,Gian Villante,0.092,1.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0
loss,Trevor Smith,SUB,2,2011-06-24,Keith Berry,Trevor Smith,0.349,5.93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1110.0,1000.0
loss,Terry Martin,KO/TKO,1,2006-10-12,Keith Berry,Terry Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0,940.0,1000.0
loss,Geza Kalman,KO/TKO,1,1996-07-12,Dieusel Berto,Geza Kalman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959.0,1000.0,630.0,1000.0
loss,Yves Edwards,KO/TKO,1,2008-02-16,Edson Berto,Yves Edwards,1.908,4.595,2.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,990.0,1000.0
loss,KJ Noons,KO/TKO,3,2007-07-27,Edson Berto,KJ Noons,2.553,1.277,1.0,1.0,0.0,1.0,1.0,0.0,1.614,1.883,0.0,0.0,0.0,0.0,1.0,0.0,1238.4031949132802,1000.0,1640.0,1000.0
win,Edson Berto,SUB,1,2007-06-22,Edson Berto,Victor Valenzuela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0,680.0,1000.0
loss,Phil Hawes,KO/TKO,1,2020-09-08,Khadzhi Bestaev,Phil Hawes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,992.0,1100.0,1100.0
loss,Wayne Phillips,DEC,3,2010-12-04,Fernando Bettega,Wayne Phillips,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1132.85399934,1016.0,1120.0,1100.0
win,Arjan Bhullar,DEC,3,2019-05-04,Arjan Bhullar,Juan Adams,2.163,2.379,1.333,0.667,0.0,0.0,1.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.39,1000.0,1660.0,1000.0
win,Arjan Bhullar,DEC,3,2018-10-27,Arjan Bhullar,Marcelo Golm,1.501,2.047,1.5,0.5,0.0,0.0,1.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,950.0,1000.0
