W/L,winner,Date,Fighter,Opponent,f_SLpM,f_SApM,f_TD_pct,f_W_pct,f_KO_pct,f_Sub_pct,f_Finish_pct,o_SLpM,o_SApM,o_TD_pct,o_W_pct,o_KO_pct,o_Sub_pct,o_Finish_pct,f_ELO,o_ELO
loss,Matt Lindland,2010-05-21,Kevin Casey,Matt Lindland,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Kevin Casey,2009-11-20,Kevin Casey,Chad Vance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Antonina Shevchenko,2022-07-09,Cortney Casey,Antonina Shevchenko,4.497,4.139,0.2,0.4,0.167,0.333,1.0,1.667,4.867,0.0,0.0,0.0,0.0,1.0,1023.0,1000.0
win,Cortney Casey,2021-11-13,Cortney Casey,Liana Jojua,4.374,4.3,0.214,0.2,0.2,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
loss,JJ Aldrich,2021-03-13,Cortney Casey,JJ Aldrich,4.44,4.421,0.231,0.4,0.2,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.0,1000.0
loss,Gillian Robertson,2020-06-20,Cortney Casey,Gillian Robertson,4.734,4.72,0.25,0.4,0.2,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1096.0,1000.0
win,Cortney Casey,2020-05-16,Cortney Casey,Mara Romero Borella,4.811,4.804,0.273,0.2,0.25,0.25,1.0,5.267,4.533,1.0,0.0,0.0,0.0,1.0,992.0,1000.0
loss,Cynthia Calvillo,2019-02-17,Cortney Casey,Cynthia Calvillo,4.796,4.627,0.333,0.4,0.25,0.25,1.0,3.443,3.044,1.333,0.8,0.0,0.8,1.0,1000.0,1032.0
win,Cortney Casey,2018-08-25,Cortney Casey,Angela Hill,4.395,4.096,0.25,0.4,0.333,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,977.0
loss,Michelle Waterson-Gomez,2018-04-14,Cortney Casey,Michelle Waterson-Gomez,4.759,4.101,0.286,0.6,0.333,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,1020.0
loss,Felice Herrig,2017-12-02,Cortney Casey,Felice Herrig,4.467,3.886,0.333,0.6,0.333,0.333,1.0,6.555,2.521,1.0,1.0,0.0,1.0,1.0,1046.0,958.0
win,Cortney Casey,2017-05-13,Cortney Casey,Jessica Aguilar,3.776,3.911,0.4,0.4,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Claudia Gadelha,2016-11-19,Cortney Casey,Claudia Gadelha,4.709,4.574,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Cortney Casey,2016-08-20,Cortney Casey,Randa Markos,4.724,5.092,0.667,0.333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Cortney Casey,2016-07-13,Cortney Casey,Cristina Stanciu,4.5,5.367,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1046.0,1000.0
loss,Seo Hee Ham,2015-11-28,Cortney Casey,Seo Hee Ham,3.8,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Joanne Wood,2015-07-18,Cortney Casey,Joanne Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,John Devine,2010-10-22,Brandon Cash,John Devine,5.424,0.678,2.0,0.0,0.0,0.0,1.0,1.519,2.278,0.0,0.0,0.0,0.0,1.0,1008.0,1000.0
loss,Shane del Rosario,2009-11-06,Brandon Cash,Shane del Rosario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
loss,Erik Koch,2010-06-20,Bendy Casimir,Erik Koch,1.076,2.422,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,1016.0
loss,Ricardo Lamas,2010-03-06,Bendy Casimir,Ricardo Lamas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.919,2.703,0.0,0.0,0.0,0.0,1.0,1032.0,1016.0
loss,Mark Kerr,1997-10-17,Dwayne Cason,Mark Kerr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Dwayne Cason,1997-10-17,Dwayne Cason,Houston Dorr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1041.536,1008.0
loss,Ovince Saint Preux,2011-07-22,Joe Cason,Ovince Saint Preux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1008.0319999999999
draw,Draw,2026-04-18,John Castaneda,Mark Vologdin,4.42,4.938,1.444,0.4,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1008.0319999999999
loss,Chris Gutierrez,2025-04-26,John Castaneda,Chris Gutierrez,4.671,5.217,1.5,0.6,0.2,0.2,1.0,6.4,2.733,0.0,1.0,0.0,0.0,1.0,1000.0,1000.0
loss,Daniel Marcos,2024-06-08,John Castaneda,Daniel Marcos,4.788,4.986,1.571,0.8,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.0,1000.0
win,John Castaneda,2023-11-11,John Castaneda,Kyung Ho Kang,4.235,4.8,1.333,0.6,0.25,0.25,1.0,1.061,2.207,3.0,0.333,0.0,1.0,1.0,1000.0,1000.0
win,John Castaneda,2023-06-03,John Castaneda,Muin Gafurov,4.657,4.997,1.0,0.6,0.333,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Daniel Santos,2022-10-01,John Castaneda,Daniel Santos,4.378,4.529,0.5,0.75,0.333,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,John Castaneda,2022-02-05,John Castaneda,Miles Johns,4.175,5.067,0.667,0.667,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1041.4885202755356,1000.0
win,John Castaneda,2021-02-20,John Castaneda,Eddie Wineland,3.433,5.3,1.0,0.5,0.0,0.0,1.0,4.528,3.639,0.0,0.5,1.0,0.0,1.0,1108.0,1000.0
loss,Nathaniel Wood,2020-07-25,John Castaneda,Nathaniel Wood,3.2,1.867,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1008.0
win,John Castaneda,2017-08-01,John Castaneda,Cheyden Leialoha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Matt Pedro,2008-09-13,Eric Castile,Matt Pedro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,1000.0
loss,Matt Hughes,2002-11-22,Gil Castillo,Matt Hughes,0.65,1.95,5.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1079.0,1000.0
win,Gil Castillo,2002-01-11,Gil Castillo,Chris Brennan,0.36,2.8,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0,1000.0
loss,Dave Menne,2001-09-28,Gil Castillo,Dave Menne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110.0,1016.0
loss,Nik Lentz,2015-12-19,Danny Castillo,Nik Lentz,2.482,1.817,2.292,0.2,0.357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Jim Miller,2015-07-25,Danny Castillo,Jim Miller,2.491,1.744,2.391,0.4,0.357,0.0,1.0,2.947,3.929,1.0,0.5,0.0,1.0,1.0,1016.0,1000.0
loss,Paul Felder,2015-01-03,Danny Castillo,Paul Felder,2.478,1.656,2.5,0.6,0.357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1164.0,1025.0
loss,Tony Ferguson,2014-08-30,Danny Castillo,Tony Ferguson,2.542,1.664,2.524,0.6,0.357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.0,1000.0
win,Danny Castillo,2014-04-26,Danny Castillo,Charlie Brenneman,2.531,1.645,2.65,0.6,0.308,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Edson Barboza,2013-12-14,Danny Castillo,Edson Barboza,2.445,1.553,2.737,0.8,0.308,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Danny Castillo,2013-07-27,Danny Castillo,Tim Means,2.509,1.473,2.556,0.8,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922.0,1000.0
win,Danny Castillo,2013-02-16,Danny Castillo,Paul Sass,2.507,1.58,2.471,0.8,0.364,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0639999999999,995.984
loss,Michael Johnson,2012-10-05,Danny Castillo,Michael Johnson,2.496,1.535,2.625,0.8,0.364,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Danny Castillo,2012-05-05,Danny Castillo,John Cholish,2.276,1.444,2.857,0.8,0.444,0.0,1.0,4.476,1.35,1.667,1.0,0.667,0.333,1.0,1000.0,1000.0
win,Danny Castillo,2011-12-30,Danny Castillo,Anthony Njokuani,2.286,1.254,2.615,0.8,0.5,0.0,1.0,4.776,0.746,0.0,1.0,1.0,0.0,1.0,1023.9680000000001,1000.0
win,Danny Castillo,2011-11-19,Danny Castillo,Shamar Bailey,2.189,1.281,2.583,0.6,0.429,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Jacob Volkmann,2011-08-14,Danny Castillo,Jacob Volkmann,2.3,1.417,2.727,0.6,0.429,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,Danny Castillo,2011-03-03,Danny Castillo,Joe Stevenson,2.051,1.529,2.5,0.6,0.5,0.0,1.0,2.764,0.935,4.0,1.0,0.0,0.5,1.0,1048.0,1000.0
win,Danny Castillo,2010-12-16,Danny Castillo,Will Kerr,1.988,1.519,2.667,0.6,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135.0,1000.0
win,Danny Castillo,2010-08-18,Danny Castillo,Dustin Poirier,1.956,1.743,2.625,0.6,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Anthony Pettis,2010-03-06,Danny Castillo,Anthony Pettis,1.947,1.743,2.857,0.8,0.5,0.0,1.0,0.55,1.651,0.0,1.0,0.0,1.0,1.0,1017.5360000000001,1000.0
loss,Shane Roller,2009-11-18,Danny Castillo,Shane Roller,2.094,1.735,3.0,0.8,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176.0,1008.0
win,Danny Castillo,2009-08-09,Danny Castillo,Ricardo Lamas,1.956,1.467,3.6,0.6,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,992.0
win,Danny Castillo,2009-03-01,Danny Castillo,Phil Cardella,2.752,1.101,0.667,0.333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Danny Castillo,2008-11-05,Danny Castillo,Rafael Dias,0.667,0.667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Donald Cerrone,2008-06-01,Danny Castillo,Donald Cerrone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1173.73,1000.0
loss,Yancy Medeiros,2010-02-26,Raul Castillo,Yancy Medeiros,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0,1000.0
win,Raul Castillo,2009-04-11,Raul Castillo,Brandon Michaels,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Raul Castillo,2006-12-08,Raul Castillo,Andrew Montanez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.64,932.0
win,Jenna Castillo,2011-01-29,Jenna Castillo,Charlene Gellner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.45,1000.0
loss,Tom Erikson,2002-02-24,Tim Catalfo,Tom Erikson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,992.0
win,Nick Catone,2014-02-01,Nick Catone,Tom Watson,2.01,2.121,2.556,0.4,0.0,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
loss,TJ Waldburger,2012-12-15,Nick Catone,TJ Waldburger,2.034,2.12,2.75,0.4,0.0,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.44,1000.0
loss,Chris Camozzi,2012-06-22,Nick Catone,Chris Camozzi,2.327,1.862,3.0,0.4,0.0,0.333,1.0,3.135,2.97,0.0,0.4,0.0,0.333,1.0,984.0,1000.0
win,Nick Catone,2011-03-19,Nick Catone,Constantinos Philippou,2.4,1.953,3.0,0.4,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1016.0
win,Nick Catone,2010-01-11,Nick Catone,Jesse Forbes,2.503,1.884,3.25,0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Mark Munoz,2009-08-29,Nick Catone,Mark Munoz,2.484,0.842,3.333,0.333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.0,1000.0
loss,Tim Credeur,2009-04-01,Nick Catone,Tim Credeur,3.36,0.32,4.0,1.0,0.0,1.0,1.0,5.966,2.605,0.5,1.0,1.0,0.0,1.0,1000.0,1000.0
win,Nick Catone,2009-02-07,Nick Catone,Derek Downey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,989.36
loss,Billy Evangelista,2008-10-03,Luke Caudillo,Billy Evangelista,1.745,4.619,0.0,0.0,0.0,0.0,1.0,5.6,4.933,1.0,1.0,0.0,0.0,1.0,1008.0,1000.0
loss,Marcus Aurelio,2007-11-17,Luke Caudillo,Marcus Aurelio,1.867,4.667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1016.0
loss,Nate Mohr,2007-06-12,Luke Caudillo,Nate Mohr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.0,1000.0
loss,Isaac Vallie-Flagg,2012-05-19,Gesias Cavalcante,Isaac Vallie-Flagg,1.212,1.862,0.714,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154.5615,1000.0
win,Gesias Cavalcante,2011-07-30,Gesias Cavalcante,King Green,1.547,2.376,0.833,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.0,1008.0
nc,Draw,2011-06-18,Gesias Cavalcante,Justin Wilcox,1.497,2.092,1.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Josh Thomson,2010-10-09,Gesias Cavalcante,Josh Thomson,1.747,2.547,1.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Gesias Cavalcante,2010-07-10,Gesias Cavalcante,Katsunori Kikuno,1.851,2.651,0.333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.936,1000.0
loss,Tatsuya Kawajiri,2009-05-26,Gesias Cavalcante,Tatsuya Kawajiri,2.107,0.872,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976.0,1000.0
loss,Shinya Aoki,2008-04-29,Gesias Cavalcante,Shinya Aoki,2.389,1.062,1.0,0.0,0.0,0.0,1.0,1.062,2.389,0.0,0.0,0.0,0.0,1.0,1000.0,1000.0
nc,Draw,2008-03-15,Gesias Cavalcante,Shinya Aoki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.0,1008.0
loss,Ovince Saint Preux,2016-02-06,Rafael Cavalcante,Ovince Saint Preux,2.911,3.36,0.312,0.2,1.0,0.0,1.0,4.077,2.738,0.667,1.0,1.0,0.0,1.0,1000.0,1000.0
loss,Patrick Cummins,2015-08-01,Rafael Cavalcante,Patrick Cummins,3.105,3.058,0.357,0.4,1.0,0.0,1.0,4.127,1.906,2.571,0.6,0.5,0.0,1.0,864.0,1000.0
loss,Ryan Bader,2014-06-14,Rafael Cavalcante,Ryan Bader,3.625,2.957,0.385,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107.4708,1063.0
win,Rafael Cavalcante,2013-11-09,Rafael Cavalcante,Igor Pokrajac,3.461,2.882,0.417,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1016.0
loss,Thiago Silva,2013-06-08,Rafael Cavalcante,Thiago Silva,3.33,2.509,0.455,0.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
nc,Draw,2012-05-19,Rafael Cavalcante,Mike Kyle,3.312,2.531,0.5,0.8,1.0,0.0,1.0,0.226,3.104,0.0,0.333,1.0,0.0,1.0,1000.0,1024.0
win,Rafael Cavalcante,2011-09-10,Rafael Cavalcante,Yoel Romero,3.6,2.511,0.444,0.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.0,976.0
loss,Dan Henderson,2011-03-05,Rafael Cavalcante,Dan Henderson,4.246,2.585,0.5,0.8,1.0,0.0,1.0,13.636,2.727,0.0,1.0,1.0,0.0,1.0,1000.0,1000.0
win,Rafael Cavalcante,2010-08-21,Rafael Cavalcante,Muhammed Lawal,4.517,1.807,0.571,0.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.0,1040.0
win,Rafael Cavalcante,2010-05-15,Rafael Cavalcante,Antwain Britt,4.621,1.517,0.667,0.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1056.0
win,Rafael Cavalcante,2009-11-20,Rafael Cavalcante,Aaron Rosa,4.866,1.254,0.6,0.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.64,1000.0
loss,Mike Kyle,2009-06-06,Rafael Cavalcante,Mike Kyle,8.94,2.304,0.75,1.0,1.0,0.0,1.0,0.463,6.371,0.0,0.0,0.0,0.0,1.0,1143.742195,1000.0
win,Rafael Cavalcante,2008-07-26,Rafael Cavalcante,Travis Galbraith,10.446,1.529,0.667,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1187.76,1067.0
win,Rafael Cavalcante,2008-06-14,Rafael Cavalcante,Wayne Cole,10.511,3.504,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1000.0,1000.0
win,Rafael Cavalcante,2008-02-16,Rafael Cavalcante,John Doyle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0720000000001,1034.0
win,Jacqueline Cavalcanti,2025-11-08,Jacqueline Cavalcanti,Mayra Bueno Silva,5.307,3.373,0.0,1.0,0.0,0.0,1.0,6.603,7.177,0.0,0.0,0.0,0.0,1.0,1000.0,1000.0
win,Jacqueline Cavalcanti,2025-02-15,Jacqueline Cavalcanti,Julia Avila,5.417,3.317,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Jacqueline Cavalcanti,2024-09-28,Jacqueline Cavalcanti,Nora Cornolle,7.233,3.033,0.0,1.0,0.0,0.0,1.0,3.29,1.255,0.0,1.0,0.5,0.0,1.0,1000.0,1000.0
win,Jacqueline Cavalcanti,2024-08-24,Jacqueline Cavalcanti,Josiane Nunes,8.4,2.6,0.0,1.0,0.0,0.0,1.0,3.133,3.867,0.0,0.0,0.0,0.0,1.0,1000.0,1000.0
win,Jacqueline Cavalcanti,2023-09-02,Jacqueline Cavalcanti,Zarah Fairn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,992.0
loss,Seokhyeon Ko,2024-09-03,Igor Cavalcanti,Seokhyeon Ko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Jack Marshman,2016-11-19,Magnus Cedenblad,Jack Marshman,1.928,2.837,1.0,0.8,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,992.0
win,Magnus Cedenblad,2016-05-08,Magnus Cedenblad,Garreth McLellan,1.678,2.949,1.2,0.6,0.0,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,1000.0
win,Magnus Cedenblad,2014-10-04,Magnus Cedenblad,Scott Askham,1.767,3.041,0.75,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099.0,1000.0
win,Magnus Cedenblad,2014-05-31,Magnus Cedenblad,Krzysztof Jotko,1.812,4.111,0.0,0.333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1139.4708,1000.0
win,Magnus Cedenblad,2013-08-31,Magnus Cedenblad,Jared Hamman,1.642,4.179,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1008.0
loss,Francis Carmont,2012-04-14,Magnus Cedenblad,Francis Carmont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1.467,3.0,1.0,0.0,0.0,1.0,1016.0,1000.0
loss,Cody Pfister,2015-07-11,Yosdenis Cedeno,Cody Pfister,1.64,1.86,0.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
loss,Chad Laprise,2014-10-04,Yosdenis Cedeno,Chad Laprise,1.857,1.657,0.0,0.333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1008.0
win,Yosdenis Cedeno,2014-07-16,Yosdenis Cedeno,Jerrod Sanders,1.733,1.867,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.64,1000.0
loss,Ernest Chavez,2014-02-22,Yosdenis Cedeno,Ernest Chavez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Payton Talbott,2025-12-06,Henry Cejudo,Payton Talbott,3.872,3.318,1.833,0.4,0.385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.0,1000.0
loss,Song Yadong,2025-02-22,Henry Cejudo,Song Yadong,3.833,3.168,1.941,0.6,0.385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1153.8041486500001,1000.0
loss,Merab Dvalishvili,2024-02-17,Henry Cejudo,Merab Dvalishvili,3.966,3.044,2.0,0.8,0.385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Aljamain Sterling,2023-05-06,Henry Cejudo,Aljamain Sterling,3.967,2.731,1.933,1.0,0.385,0.0,1.0,2.133,0.6,1.0,0.0,0.0,0.0,1.0,1000.0,1008.0
win,Henry Cejudo,2020-05-09,Henry Cejudo,Dominick Cruz,3.807,2.663,2.077,1.0,0.273,0.0,1.0,3.528,2.154,3.714,0.8,0.167,0.0,1.0,1000.0,1000.0
win,Henry Cejudo,2019-06-08,Henry Cejudo,Marlon Moraes,3.59,2.549,2.167,0.8,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1000.0
win,Henry Cejudo,2019-01-19,Henry Cejudo,TJ Dillashaw,3.485,2.552,2.364,0.6,0.111,0.0,1.0,4.36,4.48,1.0,0.0,0.0,0.0,1.0,1024.0,1000.0
win,Henry Cejudo,2018-08-04,Henry Cejudo,Demetrious Johnson,3.767,2.417,2.3,0.6,0.125,0.0,1.0,3.144,2.04,0.667,0.667,0.5,0.5,1.0,976.0,1048.0
win,Henry Cejudo,2017-12-02,Henry Cejudo,Sergio Pettis,3.948,2.517,2.222,0.6,0.143,0.0,1.0,3.74,2.934,2.0,0.667,0.0,0.0,1.0,1008.0,1000.0
win,Henry Cejudo,2017-09-09,Henry Cejudo,Wilson Reis,3.831,2.597,2.25,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1169.0,1008.0
loss,Joseph Benavidez,2016-12-03,Henry Cejudo,Joseph Benavidez,3.717,2.273,2.429,0.8,0.0,0.0,1.0,2.127,2.109,0.667,0.333,0.0,0.0,1.0,968.0,1000.0
loss,Demetrious Johnson,2016-04-23,Henry Cejudo,Demetrious Johnson,3.767,2.111,2.667,1.0,0.0,0.0,1.0,2.771,2.032,1.0,0.5,0.0,1.0,1.0,1000.0,1000.0
win,Henry Cejudo,2015-11-21,Henry Cejudo,Jussier Formiga,3.947,2.2,2.8,1.0,0.0,0.0,1.0,0.667,1.733,4.0,1.0,0.0,0.0,1.0,1170.64,1000.0
win,Henry Cejudo,2015-06-13,Henry Cejudo,Chico Camus,3.822,1.533,4.0,1.0,0.0,0.0,1.0,2.2,1.693,1.0,0.4,0.0,0.0,1.0,1008.0,1000.0
win,Henry Cejudo,2015-03-14,Henry Cejudo,Chris Cariaso,4.8,1.667,0.0,1.0,0.0,0.0,1.0,3.351,2.092,0.941,0.6,0.083,0.083,1.0,992.0,1000.0
win,Henry Cejudo,2014-12-13,Henry Cejudo,Dustin Kimura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.352,1.944,0.0,1.0,0.0,1.0,1.0,976.0,1000.0
loss,Tor Troeng,2013-04-06,Adam Cella,Tor Troeng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1149.233756,1000.0
loss,Sam Patterson,2022-09-27,Vinicius Cenci,Sam Patterson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Maycee Barber,2024-03-09,Katlyn Cerminara,Maycee Barber,4.411,4.231,0.222,0.8,0.0,0.0,1.0,8.464,4.373,1.5,1.0,1.0,0.0,1.0,1196.2132,1000.0
loss,Manon Fiorot,2022-10-22,Katlyn Cerminara,Manon Fiorot,4.37,4.088,0.235,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1000.0
