W/L,winner,Date,Fighter,Opponent,f_SLpM,f_SApM,f_TD_pct,f_W_pct,f_KO_pct,f_Sub_pct,f_Finish_pct,o_SLpM,o_SApM,o_TD_pct,o_W_pct,o_KO_pct,o_Sub_pct,o_Finish_pct,f_ELO,o_ELO
loss,Reza Madadi,2016-05-08,Yan Cabral,Reza Madadi,1.861,2.412,2.429,0.2,0.0,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Johnny Case,2015-11-07,Yan Cabral,Johnny Case,1.76,1.168,2.2,0.6,0.0,0.667,1.0,3.25,1.799,2.667,1.0,0.333,0.333,1.0,1000.0,1000.0
win,Yan Cabral,2014-10-25,Yan Cabral,Naoyuki Kotani,1.822,1.252,2.25,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Zak Cummings,2014-05-10,Yan Cabral,Zak Cummings,2.203,0.441,3.5,1.0,0.0,0.5,1.0,0.914,4.155,1.0,0.5,0.0,1.0,1.0,1000.0,1000.0
win,Yan Cabral,2013-10-09,Yan Cabral,David Mitchell,4.156,0.649,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,Yan Cabral,2011-09-24,Yan Cabral,Kazushi Sakuraba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Alvin Cacdac,2008-11-21,Alvin Cacdac,Jose Palacios,0.203,0.101,0.0,0.6,0.333,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Bryan Caraway,2008-06-27,Alvin Cacdac,Bryan Caraway,0.0,0.0,0.0,1.0,0.333,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Alvin Cacdac,2008-02-01,Alvin Cacdac,Evan Esguerra,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Alvin Cacdac,2007-02-10,Alvin Cacdac,Bobby Sanchez,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1008.0
win,Alvin Cacdac,2006-07-28,Alvin Cacdac,Casey Olson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.064,1000.0
loss,Sean Woodson,2024-05-11,Alex Caceres,Sean Woodson,4.145,2.935,0.438,0.4,0.111,0.278,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.128,1000.0
loss,Giga Chikadze,2023-08-26,Alex Caceres,Giga Chikadze,4.146,2.817,0.467,0.8,0.111,0.278,1.0,4.05,3.351,0.222,0.8,0.429,0.0,1.0,1055.128,1000.0
win,Alex Caceres,2023-06-03,Alex Caceres,Daniel Pineda,4.153,2.862,0.448,0.8,0.118,0.294,1.0,5.915,8.451,0.0,0.0,0.0,0.0,1.0,1094.128,1008.0
win,Alex Caceres,2022-12-17,Alex Caceres,Julian Erosa,4.143,2.858,0.464,0.8,0.062,0.312,1.0,6.186,8.041,0.0,0.0,0.0,0.0,1.0,1000.0,1000.0
loss,Sodiq Yusuff,2022-03-12,Alex Caceres,Sodiq Yusuff,4.131,2.793,0.444,1.0,0.062,0.312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,Alex Caceres,2021-10-23,Alex Caceres,SeungWoo Choi,4.06,2.732,0.48,1.0,0.071,0.214,1.0,3.306,2.554,0.8,0.6,0.333,0.0,1.0,1000.0,1000.0
win,Alex Caceres,2021-02-27,Alex Caceres,Kevin Croom,4.154,2.914,0.435,0.8,0.083,0.25,1.0,9.677,3.871,0.0,0.0,0.0,0.0,1.0,1155.128,1000.0
win,Alex Caceres,2020-08-29,Alex Caceres,Austin Springer,4.143,2.901,0.455,0.6,0.091,0.182,1.0,3.459,2.682,4.0,1.0,0.0,1.0,1.0,1000.0,1000.0
win,Alex Caceres,2020-06-06,Alex Caceres,Chase Hooper,3.984,2.864,0.429,0.6,0.1,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
win,Alex Caceres,2019-07-20,Alex Caceres,Steven Peterson,3.841,2.764,0.45,0.4,0.111,0.222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Kron Gracie,2019-02-17,Alex Caceres,Kron Gracie,3.858,2.78,0.474,0.4,0.111,0.222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1010.85896
win,Alex Caceres,2018-07-06,Alex Caceres,Martin Bravo,3.75,2.618,0.5,0.4,0.125,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,984.0
loss,Wang Guan,2017-11-25,Alex Caceres,Wang Guan,3.785,2.466,0.529,0.6,0.125,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1008.0
win,Alex Caceres,2017-06-17,Alex Caceres,Rolando Dy,3.719,2.489,0.562,0.4,0.0,0.286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Jason Knight,2017-01-28,Alex Caceres,Jason Knight,3.76,2.448,0.6,0.4,0.0,0.286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.26904,1000.0
loss,Yair Rodriguez,2016-08-06,Alex Caceres,Yair Rodriguez,3.955,2.09,0.571,0.4,0.0,0.286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1053.14104,1000.0
win,Alex Caceres,2016-06-04,Alex Caceres,Cole Miller,3.702,2.079,0.231,0.4,0.0,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,Alex Caceres,2016-01-30,Alex Caceres,Masio Fullen,3.565,2.043,0.167,0.4,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1016.0
loss,Francisco Rivera,2015-06-06,Alex Caceres,Francisco Rivera,3.574,2.011,0.182,0.4,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134.1702071999998,1000.0
loss,Masanori Kanehara,2014-09-20,Alex Caceres,Masanori Kanehara,3.823,1.996,0.2,0.6,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124.7782926959999,1000.0
loss,Urijah Faber,2014-07-05,Alex Caceres,Urijah Faber,4.033,2.017,0.222,0.8,0.0,0.4,1.0,1.878,2.873,0.333,0.667,0.0,1.0,1.0,1040.0,1000.0
win,Alex Caceres,2014-01-25,Alex Caceres,Sergio Pettis,4.099,1.807,0.125,0.6,0.0,0.25,1.0,5.4,2.733,2.0,1.0,0.0,0.0,1.0,1000.0,1000.0
win,Alex Caceres,2013-09-21,Alex Caceres,Roland Delorme,3.528,1.552,0.143,0.6,0.0,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,989.71792
nc,Draw,2013-03-02,Alex Caceres,Kyung Ho Kang,3.892,1.668,0.167,0.6,0.0,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116.0438122072799,1000.0
win,Alex Caceres,2012-11-10,Alex Caceres,Motonobu Tezuka,3.775,1.731,0.2,0.4,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124.1668790617894,1000.0
win,Alex Caceres,2012-07-11,Alex Caceres,Damacio Page,4.145,1.831,0.25,0.25,0.0,0.0,1.0,4.839,2.903,1.0,1.0,0.0,1.0,1.0,1000.0,1000.0
loss,Edwin Figueroa,2012-02-04,Alex Caceres,Edwin Figueroa,4.415,1.321,0.0,0.333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Alex Caceres,2011-11-12,Alex Caceres,Cole Escovedo,1.304,0.957,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.0,1000.0
loss,Jimy Hettes,2011-08-14,Alex Caceres,Jimy Hettes,0.606,2.727,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1132.8585605961146,1000.0
loss,Mackens Semerzier,2011-03-26,Alex Caceres,Mackens Semerzier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.1586598378426,1000.0
loss,Ronnie Lawrence,2021-02-27,Vince Cachero,Ronnie Lawrence,5.067,6.867,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1152.1097660264916,1000.0
loss,Jamall Emmers,2020-08-01,Vince Cachero,Jamall Emmers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,2.533,2.0,0.0,0.0,0.0,1.0,1008.0,1000.0
loss,Klaudia Sygula,2026-02-07,Priscila Cachoeira,Klaudia Sygula,4.172,7.256,0.077,0.4,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116.0,972.0
loss,Joselyne Edwards,2025-08-09,Priscila Cachoeira,Joselyne Edwards,4.102,7.181,0.083,0.6,0.8,0.0,1.0,2.399,2.091,2.0,0.333,1.0,0.0,1.0,1015.14104,1000.0
win,Priscila Cachoeira,2025-03-15,Priscila Cachoeira,Josiane Nunes,3.874,7.082,0.091,0.4,0.75,0.0,1.0,3.3,4.967,0.0,0.0,0.0,0.0,1.0,1162.757449648346,1000.0
loss,Jasmine Jasudavicius,2024-01-20,Priscila Cachoeira,Jasmine Jasudavicius,4.196,7.17,0.1,0.6,0.75,0.0,1.0,5.133,6.867,2.0,0.0,0.0,0.0,1.0,1016.0,1000.0
loss,Miranda Maverick,2023-07-29,Priscila Cachoeira,Miranda Maverick,4.663,7.767,0.111,0.8,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.28208,1009.3919145039999
win,Priscila Cachoeira,2022-08-13,Priscila Cachoeira,Ariane da Silva,4.487,7.819,0.125,0.6,0.667,0.0,1.0,2.045,1.364,0.0,1.0,0.0,1.0,1.0,1032.0,1000.0
win,Priscila Cachoeira,2022-02-26,Priscila Cachoeira,Ji Yeon Kim,3.99,7.066,0.0,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1174.1504711237303,1000.0
loss,Gillian Robertson,2021-12-11,Priscila Cachoeira,Gillian Robertson,3.989,7.115,0.0,0.4,1.0,0.0,1.0,1.438,1.507,3.0,1.0,0.0,1.0,1.0,1000.0,1000.0
win,Priscila Cachoeira,2021-05-15,Priscila Cachoeira,Gina Mazany,4.048,7.788,0.0,0.2,1.0,0.0,1.0,7.706,13.761,0.0,0.0,0.0,0.0,1.0,1051.172245496,988.5017490079999
win,Priscila Cachoeira,2020-02-22,Priscila Cachoeira,Shana Dobson,3.951,7.792,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1105.92,1000.0
loss,Luana Carolina,2019-05-11,Priscila Cachoeira,Luana Carolina,3.154,8.273,0.0,0.0,0.0,0.0,1.0,5.667,3.067,0.0,1.0,0.0,0.0,1.0,992.0,1000.0
loss,Molly McCann,2019-03-16,Priscila Cachoeira,Molly McCann,0.212,10.088,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Valentina Shevchenko,2018-02-03,Priscila Cachoeira,Valentina Shevchenko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Thomas Longacre,2009-09-25,Travis Calanoc,Thomas Longacre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1095.172245496,1000.0
loss,Magomed Zaynukov,2025-10-07,Lucas Caldas,Magomed Zaynukov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Alberto Montes,2024-10-01,Carlos Calderon,Alberto Montes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,992.0
loss,Carli Judice,2025-07-19,Nicolle Caliari,Carli Judice,3.848,5.57,2.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.172245496,1000.0
loss,Ernesta Kareckaite,2025-01-11,Nicolle Caliari,Ernesta Kareckaite,1.895,3.158,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Nicolle Caliari,2024-09-10,Nicolle Caliari,Corinne Laframboise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Loopy Godinez,2023-04-08,Cynthia Calvillo,Loopy Godinez,4.252,4.047,1.4,0.0,0.0,0.5,1.0,2.3,2.067,5.0,0.5,0.0,0.0,1.0,1000.0,1000.0
loss,Nina Nunes,2022-08-13,Cynthia Calvillo,Nina Nunes,4.345,4.174,1.286,0.2,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Andrea Lee,2021-11-13,Cynthia Calvillo,Andrea Lee,4.323,3.91,1.308,0.2,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Jessica Andrade,2021-09-25,Cynthia Calvillo,Jessica Andrade,4.285,3.725,1.417,0.4,0.0,0.5,1.0,2.74,4.976,1.5,0.5,1.0,0.0,1.0,992.0,1000.0
loss,Katlyn Cerminara,2020-11-21,Cynthia Calvillo,Katlyn Cerminara,4.354,3.515,1.5,0.8,0.0,0.5,1.0,3.935,4.031,0.25,0.6,0.0,0.0,1.0,1000.0,1000.0
win,Cynthia Calvillo,2020-06-13,Cynthia Calvillo,Jessica Eye,4.312,3.693,1.222,0.6,0.0,0.571,1.0,4.444,3.667,0.333,0.667,0.0,0.0,1.0,1161.9599381450691,992.0
draw,Draw,2019-12-07,Cynthia Calvillo,Marina Rodriguez,4.156,3.686,1.0,0.8,0.0,0.571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,Cynthia Calvillo,2019-02-17,Cynthia Calvillo,Cortney Casey,3.443,3.044,1.333,0.8,0.0,0.8,1.0,4.796,4.627,0.333,0.4,0.25,0.25,1.0,1000.0,1000.0
win,Cynthia Calvillo,2018-11-17,Cynthia Calvillo,Poliana Botelho,3.334,3.215,1.2,0.8,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Carla Esparza,2017-12-30,Cynthia Calvillo,Carla Esparza,3.674,3.222,1.25,1.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Cynthia Calvillo,2017-07-16,Cynthia Calvillo,Joanne Wood,3.729,2.502,1.0,1.0,0.0,1.0,1.0,6.0,3.8,3.0,1.0,0.0,0.0,1.0,1008.0,984.0
win,Cynthia Calvillo,2017-04-08,Cynthia Calvillo,Pearl Gonzalez,3.92,2.111,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1008.0
win,Cynthia Calvillo,2017-03-04,Cynthia Calvillo,Amanda Cooper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,4.221,1.0,0.5,0.0,0.0,1.0,992.0,1000.0
loss,Joe Stevenson,2004-02-20,Joe Camacho,Joe Stevenson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Manuel Torres,2022-05-14,Frank Camacho,Manuel Torres,6.668,7.309,0.714,0.2,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Justin Jaynes,2020-06-20,Frank Camacho,Justin Jaynes,6.677,7.135,0.833,0.4,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Beneil Dariush,2019-10-26,Frank Camacho,Beneil Dariush,6.85,7.16,1.0,0.4,0.5,0.0,1.0,3.866,2.005,1.0,0.5,0.0,1.0,1.0,1008.0,1000.0
win,Frank Camacho,2019-06-01,Frank Camacho,Nick Hein,6.228,7.824,1.25,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173.857133815224,1000.0
loss,Geoff Neal,2018-09-08,Frank Camacho,Geoff Neal,6.556,7.622,1.667,0.333,0.0,0.0,1.0,5.0,2.5,0.0,1.0,0.0,1.0,1.0,1008.0,1000.0
loss,Drew Dober,2018-01-27,Frank Camacho,Drew Dober,6.3,6.6,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,Frank Camacho,2017-11-18,Frank Camacho,Damien Brown,2.333,6.267,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Li Jingliang,2017-06-17,Frank Camacho,Li Jingliang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1016.0
loss,Mario Pinto,2024-10-08,Lucas Camacho,Mario Pinto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,Matheus Camilo,2025-11-15,Matheus Camilo,Viacheslav Borshchev,1.491,1.377,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,992.0
loss,Gabe Green,2025-05-17,Matheus Camilo,Gabe Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
loss,Anthony Rocco Martin,2014-10-25,Fabricio Camoes,Anthony Rocco Martin,1.289,1.864,1.333,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,1000.0
loss,Jim Miller,2013-12-28,Fabricio Camoes,Jim Miller,1.155,1.883,1.6,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1008.0
loss,Melvin Guillard,2012-07-07,Fabricio Camoes,Melvin Guillard,1.134,1.607,1.75,0.5,0.0,1.0,1.0,1.071,1.286,1.0,0.0,0.0,0.0,1.0,1055.0,1000.0
win,Fabricio Camoes,2012-01-20,Fabricio Camoes,Tommy Hayden,1.084,1.589,2.0,0.333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1161.6871344481583,1000.0
loss,Kurt Pellegrino,2010-03-27,Fabricio Camoes,Kurt Pellegrino,1.199,1.526,2.5,0.5,0.0,1.0,1.0,3.325,0.578,1.0,1.0,1.0,0.0,1.0,992.0,1000.0
draw,Draw,2009-11-21,Fabricio Camoes,Caol Uno,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,992.0
win,Fabricio Camoes,2009-05-15,Fabricio Camoes,Torrance Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
loss,Trevor Smith,2017-05-28,Chris Camozzi,Trevor Smith,3.757,2.968,0.19,0.6,0.273,0.091,1.0,2.463,1.791,0.0,1.0,0.0,1.0,1.0,1009.0,1000.0
loss,Daniel Kelly,2016-11-26,Chris Camozzi,Daniel Kelly,3.759,2.992,0.2,0.6,0.273,0.091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
loss,Thales Leites,2016-08-06,Chris Camozzi,Thales Leites,3.941,3.004,0.211,0.6,0.273,0.091,1.0,3.375,3.375,0.0,1.0,1.0,0.0,1.0,984.0,1000.0
win,Chris Camozzi,2016-05-29,Chris Camozzi,Vitor Miranda,4.019,3.091,0.167,0.4,0.3,0.1,1.0,2.809,3.01,0.0,1.0,1.0,0.0,1.0,992.0,1000.0
win,Chris Camozzi,2016-02-21,Chris Camozzi,Joe Riggs,3.974,3.098,0.176,0.2,0.222,0.111,1.0,1.4,1.4,2.0,0.0,0.0,0.0,1.0,1000.0,1000.0
win,Chris Camozzi,2015-08-08,Chris Camozzi,Tom Watson,3.832,2.913,0.0,0.0,0.25,0.125,1.0,3.333,2.067,0.0,0.0,0.0,0.0,1.0,1000.0,1000.0
loss,Jacare Souza,2015-04-18,Chris Camozzi,Jacare Souza,3.847,2.921,0.0,0.2,0.25,0.125,1.0,1.289,1.235,1.5,1.0,0.0,0.5,1.0,1150.3690350367872,1000.0
loss,Rafael Natal,2014-09-05,Chris Camozzi,Rafael Natal,3.794,2.965,0.0,0.4,0.25,0.125,1.0,7.399,2.331,2.0,0.0,0.0,0.0,1.0,1000.0,1000.0
loss,Bruno Santos,2014-07-05,Chris Camozzi,Bruno Santos,3.887,3.087,0.0,0.6,0.25,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Lorenz Larkin,2013-11-06,Chris Camozzi,Lorenz Larkin,3.847,3.089,0.0,0.8,0.25,0.125,1.0,2.133,0.8,0.0,0.0,0.0,0.0,1.0,1000.0,1008.0
loss,Jacare Souza,2013-05-18,Chris Camozzi,Jacare Souza,3.918,3.111,0.0,1.0,0.25,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,Chris Camozzi,2013-03-16,Chris Camozzi,Nick Ring,3.876,2.8,0.0,1.0,0.286,0.143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Chris Camozzi,2012-10-13,Chris Camozzi,Luiz Cane,3.07,2.531,0.0,0.6,0.4,0.2,1.0,5.387,4.477,0.111,0.4,0.6,0.0,1.0,1000.0,1000.0
win,Chris Camozzi,2012-06-22,Chris Camozzi,Nick Catone,3.135,2.97,0.0,0.4,0.0,0.333,1.0,2.327,1.862,3.0,0.4,0.0,0.333,1.0,992.0,1000.0
win,Chris Camozzi,2012-01-28,Chris Camozzi,Dustin Jacoby,2.988,3.02,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Francis Carmont,2011-10-29,Chris Camozzi,Francis Carmont,4.433,2.66,0.0,0.667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1016.0
loss,Kyle Noke,2011-02-26,Chris Camozzi,Kyle Noke,4.533,2.667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,Chris Camozzi,2010-10-23,Chris Camozzi,Dongi Yang,4.133,1.933,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.8948674893622,1000.0
win,Chris Camozzi,2010-06-19,Chris Camozzi,James Hammortree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Geoff Neal,2018-02-18,Brian Camozzi,Geoff Neal,3.246,6.604,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Chad Laprise,2017-07-08,Brian Camozzi,Chad Laprise,1.714,6.545,0.0,0.0,0.0,0.0,1.0,2.333,1.133,4.0,1.0,0.0,0.0,1.0,992.0,1000.0
loss,Randy Brown,2016-12-09,Brian Camozzi,Randy Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Anthony Pettis,2009-06-07,Mike Campbell,Anthony Pettis,1.288,1.803,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
loss,Danillo Villefort,2009-01-25,Mike Campbell,Danillo Villefort,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Thomas Campbell,2011-01-07,Thomas Campbell,Jeremy Wallace,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Cody Floyd,2010-04-17,Thomas Campbell,Cody Floyd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Felipe Silva,2016-08-27,Shane Campbell,Felipe Silva,3.891,3.029,1.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
loss,Erik Koch,2016-05-29,Shane Campbell,Erik Koch,4.329,3.325,1.333,0.333,0.0,0.0,1.0,3.141,3.927,0.0,0.5,0.0,1.0,1.0,1000.0,1000.0
loss,James Krause,2016-02-21,Shane Campbell,James Krause,3.47,3.47,1.0,0.5,0.0,0.0,1.0,2.466,3.288,1.5,0.5,0.0,1.0,1.0,1000.0,1000.0
win,Shane Campbell,2015-08-23,Shane Campbell,Elias Silverio,5.119,9.625,0.0,0.0,0.0,0.0,1.0,4.53,3.763,1.0,1.0,0.0,1.0,1.0,1000.0,1000.0
loss,John Makdessi,2015-04-25,Shane Campbell,John Makdessi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.733,3.4,0.0,1.0,0.0,0.0,1.0,1008.0,992.0
loss,Tom Nolan,2025-09-27,Charlie Campbell,Tom Nolan,5.553,3.735,1.333,0.667,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Charlie Campbell,2024-04-06,Charlie Campbell,Trevor Peek,11.028,5.421,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
win,Charlie Campbell,2023-09-16,Charlie Campbell,Alex Reyes,9.32,8.738,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,1000.0
loss,Chris Duncan,2022-08-02,Charlie Campbell,Chris Duncan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0
win,Kitt Campbell,2025-08-22,Kitt Campbell,YunSeong Jang,25.714,2.143,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.0,1000.0
win,Kitt Campbell,2025-05-23,Kitt Campbell,Shogo Sato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,992.0
loss,Danny Silva,2026-03-21,Kurtis Campbell,Danny Silva,5.25,1.5,2.0,1.0,1.0,0.0,1.0,3.0,5.8,4.0,1.0,0.0,0.0,1.0,1172.1575082136176,1012.1699993670657
win,Kurtis Campbell,2025-09-30,Kurtis Campbell,Demba Seck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.0,1000.0
loss,Gary Goodridge,1996-07-12,John Campetella,Gary Goodridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,1000.0
loss,Marcos Vinicius,2012-06-23,Wagner Campos,Marcos Vinicius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,1000.0
